doi,doi_clean,record_key,citation_raw,title_best,title_benchmark,title_fetched,type,identified_via,abstract,landing_url,fetch_status,source,status_code,error,fetched_utc,last_attempt_utc,fail_count,year,year_source,final_decision,notes,hard_filter_status,run_signature,timestamp_utc,1_population_decision,1_population_quote,1_population_verified,2_concept_decision,2_concept_quote,2_concept_verified,3_context_decision,3_context_quote,3_context_verified,4_methodology_decision,4_methodology_quote,4_methodology_verified,5_geography_decision,5_geography_quote,5_geography_verified,title,match_title,match_doi,simple_status,restored_type,source_type,title_scopus,publicationName,year_scopus,doi_scopus,citation_raw_scopus,author_names,in_scopus_retrieval,eligible_baseline,fetched_authors,fetched_journal,fetched_year,citation
10.1016/j.jenvman.2017.04.073,10.1016/j.jenvman.2017.04.073,10.1016/j.jenvman.2017.04.073,"Zamasiya, B., Nyikahadzoi, K., & Mukamuri, B. (2017). Factors influencing smallholder farmers' behavioural intention towards adaptation to climate change in transitional climatic zones: A case study of Hwedza District in Zimbabwe. Journal of environmental management, 198, 233–239. doi:10.1016/j.jenvman.2017.04.073",,"Factors influencing smallholder farmers' behavioural intention towards adaptation to climate change in transitional climatic zones: A case study of Hwedza District in Zimbabwe. Journal of environmental management, 198, 233–239. doi:10.1016/j.jenvman.2017.04.073",Factors influencing smallholder farmers' behavioural intention towards adaptation to climate change in transitional climatic zones: A case study of Hwedza District in Zimbabwe,Peer,Stakeholder - Pankaj Koirala,"This paper examines factors influencing behavioural change among smallholder farmers towards adaptation to climate change in transitional climatic zones of Africa, specifically, Hwedza District in Zimbabwe. Data for this study were collected from 400 randomly-selected smallholder farmers, using a structured questionnaire, focus group discussions and key informant interviews. The study used an ordered logit model to examine the factors that influence smallholder farmers' behavioural intention towards adaptation to climate change. Results from the study show that the gender of the household head, access to extension services on crop and livestock production, access to climate information, membership to social groups and experiencing a drought have a positive influence on farmers' attitude towards adaptation to climate change and variability. The study concluded that although the majority of smallholder farmers perceive that the climate is changing, they continue to habour negative attitudes towards prescribed climate change adaptation techniques. This study recommends more education on climate change, as well as adaptation strategies for both agricultural extension workers and farmers. This can be complemented by disseminating timely climate information through extension officers and farmers’ groups.",,ok,elsevier_api,200,,2026-01-22T20:06:36Z,2026-01-22T20:06:36Z,0,2017,parsed_from_citation,include,,pass,,,yes,smallholder farmers,True,yes,adaptation to climate change,True,yes,experiencing a drought,True,yes,"structured questionnaire, focus group discussions and key informant interviews",True,yes,Hwedza District in Zimbabwe,True,,,101016jjenvman201704073,Passed,Unknown,Peer Reviewed,,,,,,,True,True,"Zamasiya, B., Nyikahadzoi, K., Mukamuri, B.",Journal of Environmental Management,2017,"Zamasiya, B., Nyikahadzoi, K., & Mukamuri, B. (2017). Factors influencing smallholder farmers' behavioural intention towards adaptation to climate change in transitional climatic zones: A case study of Hwedza District in Zimbabwe. Journal of environmental management, 198, 233–239. doi:10.1016/j.jenvman.2017.04.073"
10.1016/j.envdev.2017.06.006,10.1016/j.envdev.2017.06.006,10.1016/j.envdev.2017.06.006,"Alemayehu, A., & Bewket, W. (2017). Determinants of smallholder farmers' choice of coping and adaptation strategies to climate change and variability in the central highlands of Ethiopia. Environmental development, 24, 77–85.",,"Determinants of smallholder farmers' choice of coping and adaptation strategies to climate change and variability in the central highlands of Ethiopia. Environmental development, 24, 77–85.",Determinants of smallholder farmers' choice of coping and adaptation strategies to climate change and variability in the central highlands of Ethiopia,Peer,Stakeholder - Pankaj Koirala,"This study presents analysis of determinants of smallholder farmers’ choice of coping and adaptation strategies to climate change and variability in the central highlands of Ethiopia. A distinction was made between coping and adaptation, as short-term responses to shocks and long-term responses to stressors, respectively. Binary logistic regression modeling was used based on a survey of 200 farmers. Socio-demographic, economic, biophysical, and institutional and infrastructural characteristics of the study setting and sample households were considered to identify key determinants of farmers’ choice of coping and adaptation strategies. This is premised on the fact that understanding significant determinants of farmers’ choice of coping and adaptation strategies is useful to design impactful adaptation interventions in the locality. The results showed that the significant factors affecting choice of adaptation strategies include perceived soil fertility status, perception of land tenure security, access to extension service, and ages of household heads. For the choice of coping options, agroecological zone, access to markets, farmer-to-farmer extension, landholding size, access to information on climate change, rainfall amount, and educational level of household heads were the significant determinants. Agroecological zone had negative influence to use selling livestock as coping strategy while the other variables had positive influences on farmers’ choice of coping and adaptation strategies. Off-farm income, community participation, ownership of livestock and temperature on the other hand had no significant influence on the choice of coping and adaptation strategies to climate change. Adaptation planning for the study locality should take into account the potential influence of these determinant factors into account.",,ok,elsevier_api,200,,2026-01-22T20:04:37Z,2026-01-22T20:04:37Z,0,2017,parsed_from_citation,include,,pass,,,yes,smallholder farmers’ choice,True,yes,choice of coping and adaptation strategies to climate change,True,yes,climate change and variability in the central highlands of Ethiopia,True,yes,Binary logistic regression modeling was used based on a survey of 200 farmers.,True,yes,central highlands of Ethiopia,True,,,101016jenvdev201706006,Passed,Unknown,Peer Reviewed,,,,,,,True,True,"Alemayehu, A., Bewket, W.",Environmental Development,2017,"Alemayehu, A., & Bewket, W. (2017). Determinants of smallholder farmers' choice of coping and adaptation strategies to climate change and variability in the central highlands of Ethiopia. Environmental development, 24, 77–85."
10.1016/j.landusepol.2021.105295,10.1016/j.landusepol.2021.105295,10.1016/j.landusepol.2021.105295,"Ahmed, Z., Guha, G., Shew, A., & Alam, G. (2021). Climate change risk perceptions and agricultural adaptation strategies in vulnerable riverine char islands of Bangladesh. Land use policy, 103, 105295.",,"Climate change risk perceptions and agricultural adaptation strategies in vulnerable riverine char islands of Bangladesh. Land use policy, 103, 105295.",Climate change risk perceptions and agricultural adaptation strategies in vulnerable riverine char islands of Bangladesh,Peer,Stakeholder - Pankaj Koirala,"Farmers in the riverine char islands of Bangladesh are frequently affected by climate change due to their proximity to the river and heavy reliance on agriculture for their livelihoods. The present study evaluates char dwellers’ risk perceptions and agricultural adaptations to climate change. Survey data were collected from 98 households, and focus group discussions were conducted using a semi-structured questionnaire from Rydas Bari char under the Gaibandha District of Bangladesh. A standardized risk perception index was created using a four-point Likert scale against sixteen climatic events. In addition, a binary logit model was used to estimate the influence of socioeconomic characteristics of sample households on the decision to choose climate change adaptation strategies. Findings suggest that droughts, river erosion, and floods are the major climatic risks perceived by char dwellers. Additionally, results from a climate vulnerability index portray similar findings that char respondents are more exposed to diverse climatic hazards. The study further investigates local adaptation mechanisms in agriculture with regards to major climatic events. In response to the existing climate change risks, the char inhabitants employ several adaptation strategies in agriculture such as implementing new or alternative farming practices, changing planting times, and cultivating short-duration varieties. The llogit analysis suggests that household age, family size, annual income, farm size, farm ownership and farming experience have a significant influence on farmers' adaptation choices. Household access to education, early warning by extension agents, information on improved agricultural technologies, access to off-farm sources of income and incorporating char people during policy design can effectively enhance farmers’ resilience and help reduce vulnerability.",,ok,elsevier_api,200,,2026-01-22T20:04:35Z,2026-01-22T20:04:35Z,0,2021,parsed_from_citation,include,,pass,,,yes,Farmers in the riverine char islands of Bangladesh,True,yes,Agricultural adaptations to climate change,True,yes,"droughts, river erosion, and floods are the major climatic risks",True,yes,"Survey data were collected from 98 households, and focus group discussions",True,yes,Rydas Bari char under the Gaibandha District of Bangladesh,True,,,101016jlandusepol2021105295,Passed,Unknown,Peer Reviewed,,,,,,,True,True,"Ahmed, Z., Guha, G., Shew, A. et al.",Land Use Policy,2021,"Ahmed, Z., Guha, G., Shew, A., & Alam, G. (2021). Climate change risk perceptions and agricultural adaptation strategies in vulnerable riverine char islands of Bangladesh. Land use policy, 103, 105295."
10.1016/j.scitotenv.2015.11.125,10.1016/j.scitotenv.2015.11.125,10.1016/j.scitotenv.2015.11.125,"Abid, M., Schilling, J., Scheffran, J., & Zulfiqar, F. (2016). Climate change vulnerability, adaptation and risk perceptions at farm level in Punjab, Pakistan. Science of the total environment, 547, 447–460.",,"Climate change vulnerability, adaptation and risk perceptions at farm level in Punjab, Pakistan. Science of the total environment, 547, 447–460.","Climate change vulnerability, adaptation and risk perceptions at farm level in Punjab, Pakistan",Peer,Stakeholder - Pankaj Koirala,"Pakistan is among the countries highly exposed and vulnerable to climate change. The country has experienced many severe floods, droughts and storms over the last decades. However, little research has focused on the investigation of vulnerability and adaptation to climate-related risks in Pakistan. Against this backdrop, this article investigates the farm level risk perceptions and different aspects of vulnerability to climate change including sensitivity and adaptive capacity at farm level in Pakistan. We interviewed a total of 450 farming households through structured questionnaires in three districts of Punjab province of Pakistan. This study identified a number of climate-related risks perceived by farm households such as extreme temperature events, insect attacks, animal diseases and crop pests. Limited water availability, high levels of poverty and a weak role of local government in providing proper infrastructure were the factors that make farmers more sensitive to climate-related risks. Uncertainty or reduction in crop and livestock yields; changed cropping calendars and water shortage were the major adverse impacts of climate-related risks reported by farmers in the study districts. Better crop production was reported as the only positive effect. Further, this study identified a number of farm level adaptation methods employed by farm households that include changes in crop variety, crop types, planting dates and input mix, depending upon the nature of the climate-related risks. Lack of resources, limited information, lack of finances and institutional support were some constraints that limit the adaptive capacity of farm households. This study also reveals a positive role of cooperation and negative role of conflict in the adaptation process. The study suggests to address the constraints to adaptation and to improve farm level cooperation through extended outreach and distribution of institutional services, particularly climate-specific farm advisory services.",,ok,elsevier_api,200,,2026-01-22T20:04:33Z,2026-01-22T20:04:33Z,0,2016,parsed_from_citation,include,,pass,,,yes,We interviewed a total of 450 farming households,True,yes,This article investigates the farm level risk perceptions and different aspects of vulnerability to climate change including sensitivity and adaptive capacity,True,yes,"The country has experienced many severe floods, droughts and storms over the last decades.",True,yes,We interviewed a total of 450 farming households through structured questionnaires,True,yes,in three districts of Punjab province of Pakistan.,True,,,101016jscitotenv201511125,Passed,Unknown,Peer Reviewed,,,,,,,True,True,"Abid, M., Schilling, J., Scheffran, J. et al.",Science of The Total Environment,2016,"Abid, M., Schilling, J., Scheffran, J., & Zulfiqar, F. (2016). Climate change vulnerability, adaptation and risk perceptions at farm level in Punjab, Pakistan. Science of the total environment, 547, 447–460."
10.1016/j.agrformet.2016.04.010,10.1016/j.agrformet.2016.04.010,10.1016/j.agrformet.2016.04.010,"Roudier, P., et al. (2016). Assessing the benefits of weather and seasonal forecasts to millet growers in Niger. Agricultural and Forest Meteorology, 223, 168–180. doi:10.1016/j.agrformet.2016.04.010.",,"Assessing the benefits of weather and seasonal forecasts to millet growers in Niger. Agricultural and Forest Meteorology, 223, 168–180. doi:10.1016/j.agrformet.2016.04.010.",Assessing the benefits of weather and seasonal forecasts to millet growers in Niger,Peer,"IPCC_AR6_WGII_Chapter5 - Food, Fibre and Other Ecosystem Products","West African farmers need to take every year crucial decisions based on some characteristics of the rainy season such as the onset, the offset, the cumulated rainfall or the occurrence of dry spells. Knowing these parameters in advance may therefore be of interest for them. This paper aims at assessing the impacts of 10-days and seasonal forecasts on Niger millet growers' cropping practices and their income. To do so, we apply an ex-ante approach based on the crop model SARRA-H coupled with an economic model that simulates the choice of cropping strategies among 24 available. The approach takes explicitly risk aversion into account and focuses on two different kinds of typical farmers with restricted and large adaptation capacities, in reference to the availability of viable decision options sensitive to forecast information. Results show (i) that 10-days forecasts alone or a combination of 10-days and seasonal forecasts could be quite beneficial for all types of farmers (e.g. median income change with 10-days forecast ranges from +1.8% to +13% according to adaptation possibilities), (ii) that in most of the cases farmers with access to fertilizers and larger arable land benefit more from forecasts and (iii) that even if seasonal forecasts are not really beneficial alone, they are when used in combination with 10-days forecasts. Despite these positive results, one has to underline that income losses may occur in about 20% of cases when using these forecasts, which may be a limiting factor to their effective adoption.",,ok,elsevier_api,200,,2026-01-22T20:04:28Z,2026-01-22T20:04:28Z,0,2016,parsed_from_citation,include,,pass,,,yes,Niger millet growers,True,yes,"adaptation capacities, in reference to the availability of viable decision options sensitive to forecast information.",True,yes,"crucial decisions based on some characteristics of the rainy season such as the onset, the offset, the cumulated rainfall or the occurrence of dry spells",True,yes,we apply an ex-ante approach based on the crop model SARRA-H coupled with an economic model that simulates the choice of cropping strategies,True,yes,Niger millet growers,True,,,101016jagrformet201604010,Passed,Unknown,Peer Reviewed,,,,,,,True,True,"Roudier, P., Alhassane, A., Baron, C. et al.",Agricultural and Forest Meteorology,2016,"Roudier, P., et al. (2016). Assessing the benefits of weather and seasonal forecasts to millet growers in Niger. Agricultural and Forest Meteorology, 223, 168–180. doi:10.1016/j.agrformet.2016.04.010."
10.1016/j.crm.2014.02.001,10.1016/j.crm.2014.02.001,10.1016/j.crm.2014.02.001,"Roudier, P., et al. (2014). The role of climate forecasts in smallholder agriculture: Lessons from participatory research in two communities in Senegal. Climate Risk Management, 2, 42–55. doi:10.1016/j.crm.2014.02.001.",,"The role of climate forecasts in smallholder agriculture: Lessons from participatory research in two communities in Senegal. Climate Risk Management, 2, 42–55. doi:10.1016/j.crm.2014.02.001.",The role of climate forecasts in smallholder agriculture: Lessons from participatory research in two communities in Senegal,Peer,"IPCC_AR6_WGII_Chapter5 - Food, Fibre and Other Ecosystem Products","Climate forecasts have shown potential for improving resilience of African agriculture to climate shocks, but uncertainty remains about how farmers would use such information in crop management decisions and whether doing so would benefit them. This article presents results from participatory research with farmers from two agro-ecological zones of Senegal, West Africa. Based on simulation exercises, the introduction of seasonal and dekadal forecasts induced changes in farmers’ practices in almost 75% of the cases. Responses were categorized as either implying pure intensification of cropping systems (21% of cases), non-intensified strategies (31%) or a mix of both (24%). Among non-intensified strategies, the most common forecast uses are changes in sowing date and crop variety with the latter being more prevalent where a wider repertoire of varieties existed. Mixed strategies generally used more inputs like manure or chemical fertilizers coupled with another strategy such as changing sowing date. Yield estimates suggest that forecast use led to yield gains in about one-third of the cases, with relatively few losses. Impacts varied according to the nature of the actual rainy season, forecasts accuracy and the type of response, positive ones being higher in wetter years, with intensified strategies and with accurate predictions. These results validate prior evidence that climate forecasts may be able to help Senegalese farmers adapt to climate variability, especially helping them capitalize on anticipated favorable conditions. Realization of potential advantages appears associated with a context where there is greater varietal choice and options for intensification.",,ok,elsevier_api,200,,2026-01-22T20:04:27Z,2026-01-22T20:04:27Z,0,2014,parsed_from_citation,include,,pass,,,yes,"participatory research with farmers from two agro-ecological zones of Senegal, West Africa",True,yes,climate forecasts may be able to help Senegalese farmers adapt to climate variability,True,yes,improving resilience of African agriculture to climate shocks,True,yes,This article presents results from participatory research with farmers,True,yes,"farmers from two agro-ecological zones of Senegal, West Africa",True,,,101016jcrm201402001,Passed,Unknown,Peer Reviewed,,,,,,,True,True,"Roudier, P., Muller, B., d’Aquino, P. et al.",Climate Risk Management,2014,"Roudier, P., et al. (2014). The role of climate forecasts in smallholder agriculture: Lessons from participatory research in two communities in Senegal. Climate Risk Management, 2, 42–55. doi:10.1016/j.crm.2014.02.001."
10.1016/j.crm.2019.100204,10.1016/j.crm.2019.100204,10.1016/j.crm.2019.100204,"Chepkoech, W., Mungai, N.W., Stöber, S., & Lotze-Campen, H. (2020). Understanding adaptive capacity of smallholder African indigenous vegetable farmers to climate change in Kenya. Climate Risk Management. DOI: 10.1016/j.crm.2019.100204",,Understanding adaptive capacity of smallholder African indigenous vegetable farmers to climate change in Kenya. Climate Risk Management. DOI: 10.1016/j.crm.2019.100204,Understanding adaptive capacity of smallholder African indigenous vegetable farmers to climate change in Kenya,Peer,Online Search,"Understanding the adaptive capacity (AC) of farmers is crucial to planning effective adaptation. Action to promote farmers’ AC is required because climate change (CC) is resulting in unpredictable alterations in weather patterns. Based on the sustainable livelihoods framework (SLF), this study explored how access to natural, physical, financial, social and human capitals enhances the AC. Quantitative data from 269 African indigenous vegetable (AIV) farmers in three selected agro-climatic zones in Kenya were analysed. Four indicators in each capital were selected based on previous studies and judgments collected from an expert online ranking survey (n = 35). The Kruskal-Wallis H test and an independent sample t-test were used to test the independence of AC scores and access to the different resources. The findings showed that the majority of farmers (53%) had a moderate AC, while fewer (32%) and (15%) had low or high AC levels respectively. Disparities in adaptive capacity scores were recorded between respondents in terms of their age, marital status and location. Farmers had high access to social capital but low access to financial, natural and human capitals. Female farmers showed lower capacities in the areas of financial, human and natural resources, while their male counterparts had low access to some human and social capitals. Resilient interventions that target individuals with low adaptive capacities are required.",,ok,elsevier_api,200,,2026-01-22T20:04:21Z,2026-01-22T20:04:21Z,0,2020,parsed_from_citation,include,,pass,,,yes,African indigenous vegetable (AIV) farmers,True,yes,adaptive capacity (AC),True,yes,climate change (CC) is resulting in unpredictable alterations in weather patterns,True,yes,Quantitative data from 269 African indigenous vegetable (AIV) farmers,True,yes,three selected agro-climatic zones in Kenya,True,,,101016jcrm2019100204,Passed,Unknown,Peer Reviewed,,,,,,,True,True,"Chepkoech, W., Mungai, N., Stöber, S. et al.",Climate Risk Management,2020,"Chepkoech, W., Mungai, N.W., Stöber, S., & Lotze-Campen, H. (2020). Understanding adaptive capacity of smallholder African indigenous vegetable farmers to climate change in Kenya. Climate Risk Management. DOI: 10.1016/j.crm.2019.100204"
10.1371/journal.pone.0219393,10.1371/journal.pone.0219393,10.1371/journal.pone.0219393,"Asmamaw, M., et al. (2019). Exploring households’ resilience to climate change-induced shocks in Ethiopia (uses a Climate Resilience Index for smallholder households). PLOS ONE. DOI: 10.1371/journal.pone.0219393",,Exploring households’ resilience to climate change-induced shocks in Ethiopia (uses a Climate Resilience Index for smallholder households). PLOS ONE. DOI: 10.1371/journal.pone.0219393,"Exploring households’ resilience to climate change-induced shocks using Climate Resilience Index in Dinki watershed, central highlands of Ethiopia",Peer,Online Search,"This study assessed households’ resilience to climate change-induced shocks in Dinki watershed, northcentral highlands of Ethiopia. The data were collected through a cross-sectional survey conducted on 288 households, three focus group discussions, and 15 key informant interviews. The Climate Resilience Index (CRI) based on the three resilience capacities (absorptive, adaptive and transformative) frame was used to measure households’ resilience to climate change-induced shocks on an agro-ecological unit of analysis. A principal component analysis (PCA) and multiple regression analysis were used to identify determinant factors and indicators to households’ resilience, respectively. Findings indicate that the indexed scores of major components clearly differentiated the study communities in terms of their agro-ecological zones. Specifically, the absorptive capacity (0.495) was the leading contributing factor to resilience followed by adaptive (0.449) and transformative (0.387) capacities. Likewise, the Midland was relatively more resilient with a mean index value of 0.461. Both the PCA and multiple regression analysis indicated that access to and use of livelihood resources, such as farmlands and livestock holdings, diversity of income sources, infrastructure and social capital were determinants of households’ resilience. In general, it might be due to their exposure to recurrent shocks coupled with limited adaptive capacities including underdeveloped public services, poor livelihood diversification practices, among others, the study communities showed minimal resilience capacity with a mean score of 0.44. Thus, in addition to short-term buffering strategies, intervention priority focusing on both adaptive and transformative capacities, particularly focusing on most vulnerable localities and constrained livelihood strategies, would contribute to ensuring long-term resilience in the study communities.",,ok,semantic_scholar,200,,2026-01-22T20:04:20Z,2026-01-22T20:04:20Z,0,2019,parsed_from_citation,include,,pass,,,yes,households’ resilience to climate change-induced shocks,True,yes,Climate Resilience Index (CRI) based on the three resilience capacities,True,yes,households’ resilience to climate change-induced shocks,True,yes,principal component analysis (PCA) and multiple regression analysis,True,yes,"Dinki watershed, northcentral highlands of Ethiopia",True,,,101371journalpone0219393,Passed,Unknown,Peer Reviewed,,,,,,,True,True,"Asmamaw, M., Mereta, S., Ambelu, A.",PLOS ONE,2019,"Asmamaw, M., et al. (2019). Exploring households’ resilience to climate change-induced shocks in Ethiopia (uses a Climate Resilience Index for smallholder households). PLOS ONE. DOI: 10.1371/journal.pone.0219393"
10.1016/j.jenvman.2012.10.036,10.1016/j.jenvman.2012.10.036,10.1016/j.jenvman.2012.10.036,"Bryan, E., Ringler, C., Okoba, B., Roncoli, C., Silvestri, S., & Herrero, M. (2013). Adapting agriculture to climate change in Kenya: Household strategies and determinants. Journal of environmental management, 114, 26–35.",,"Adapting agriculture to climate change in Kenya: Household strategies and determinants. Journal of environmental management, 114, 26–35.",Adapting agriculture to climate change in Kenya: Household strategies and determinants,Peer,Stakeholder - Pankaj Koirala,"Countries in Sub-Saharan Africa are particularly vulnerable to climate change, given dependence on agricultural production and limited adaptive capacity. Based on farm household and Participatory Rural Appraisal data collected from districts in various agroecological zones in Kenya, this paper examines farmers' perceptions of climate change, ongoing adaptation measures, and factors influencing farmers' decisions to adapt. The results show that households face considerable challenges in adapting to climate change. While many households have made small adjustments to their farming practices in response to climate change (in particular, changing planting decisions), few households are able to make more costly investments, for example in agroforestry or irrigation, although there is a desire to invest in such measures. This emphasizes the need for greater investments in rural and agricultural development to support the ability of households to make strategic, long-term decisions that affect their future well-being.",,ok,elsevier_api,200,,2026-01-22T20:04:52Z,2026-01-22T20:04:52Z,0,2013,parsed_from_citation,include,,pass,,,yes,Based on farm household and Participatory Rural Appraisal data collected from districts in various agroecological zones in Kenya,True,yes,"this paper examines farmers' perceptions of climate change, ongoing adaptation measures, and factors influencing farmers' decisions to adapt.",True,yes,"Countries in Sub-Saharan Africa are particularly vulnerable to climate change, given dependence on agricultural production",True,yes,Based on farm household and Participatory Rural Appraisal data collected from districts in various agroecological zones in Kenya,True,yes,data collected from districts in various agroecological zones in Kenya,True,,,101016jjenvman201210036,Passed,Unknown,Peer Reviewed,,,,,,,True,True,"Bryan, E., Ringler, C., Okoba, B. et al.",Journal of Environmental Management,2013,"Bryan, E., Ringler, C., Okoba, B., Roncoli, C., Silvestri, S., & Herrero, M. (2013). Adapting agriculture to climate change in Kenya: Household strategies and determinants. Journal of environmental management, 114, 26–35."
10.1108/ijccsm-01-2019-0004,10.1108/ijccsm-01-2019-0004,10.1108/ijccsm-01-2019-0004,"Jiao, X., Zheng, Y., & Liu, Z. (2020). Three-stage quantitative approach of understanding household adaptation decisions in rural Cambodia. International journal of climate change strategies and management, 12, 39–58. doi:10.1108/ijccsm-01-2019-0004",,"Three-stage quantitative approach of understanding household adaptation decisions in rural Cambodia. International journal of climate change strategies and management, 12, 39–58. doi:10.1108/ijccsm-01-2019-0004",Three-stage quantitative approach of understanding household adaptation decisions in rural Cambodia,Peer,Stakeholder - Pankaj Koirala,"Purpose
A better understanding of the processes that shape households’ adaptation decisions is essential for developing pertinent policies locally, thereby enabling better adaptation across scales and multiple stakeholders. This paper aims to examine the determinants of household decisions to adapt, it is also possible to target factors that facilitate or constrain adaptation. This helps to identify key components of current adaptive capacity, which leads to important insights into households’ competence to adapt in the future.


Design/methodology/approach
This paper takes a full-pledged approach examining factors and processes that shape households’ climate adaptation decision-making in rural Cambodia at three levels: adaptation status, adaptation intensity and choices of adaptation strategy. The three-stage analyses are materialized by applying the double hurdle model and multivariate probit model, which provides a potential way to systematically assess household adaptation decision-making in rural settings.


Findings
Results show a high level of involvement in adaptation among local households who are facing multiple stressors including climatic risks. The findings suggest that perceived climate change influence households’ decisions in both adaptation status and intensity. Access to financial credit, farmland size, water availability and physical asset holdings are identified as key factors promoting the adoption of more adaptation measures. To facilitate adaptation, collective effort and support at community level is important in providing knowledge based climate information dissemination and early warning systems. Public sector support and development aid programs should focus on positive triggers for targeted community and household adaptation.


Originality/value
The study, to the authors’ best knowledge, is one of the first studies to investigate the determinants of local adaptation decision-making systematically in Cambodia. It also provides a comprehensive approach to improve understanding of adaptation decision-making processes by exploring how various capital assets are associated with different stages of adaptation decisions. The findings contribute to policy implications enlightening adaptation planning at multi-scales with knowledge of key factors, which enhance local adaptive capacity to reduce climate change vulnerability.",,ok,semantic_scholar,200,,2026-01-22T20:05:21Z,2026-01-22T20:05:21Z,0,2020,parsed_from_citation,include,,pass,,,yes,households’ adaptation decisions,True,yes,determinants of household decisions to adapt,True,yes,households’ decisions in both adaptation status and intensity.,True,yes,double hurdle model and multivariate probit model,True,yes,rural Cambodia,True,,,101108ijccsm0120190004,Passed,Unknown,Peer Reviewed,,,,,,,True,True,"Jiao, X., Zheng, Y., Liu, Z.",International Journal of Climate Change Strategies and Management,2020,"Jiao, X., Zheng, Y., & Liu, Z. (2020). Three-stage quantitative approach of understanding household adaptation decisions in rural Cambodia. International journal of climate change strategies and management, 12, 39–58. doi:10.1108/ijccsm-01-2019-0004"
10.1016/j.envsci.2019.08.006,10.1016/j.envsci.2019.08.006,10.1016/j.envsci.2019.08.006,"Khanal, U., & Wilson, C. (2019). Derivation of a climate change adaptation index and assessing determinants and barriers to adaptation among farming households in Nepal. Environmental science and policy, 101, 156–165.",,"Derivation of a climate change adaptation index and assessing determinants and barriers to adaptation among farming households in Nepal. Environmental science and policy, 101, 156–165.",Derivation of a climate change adaptation index and assessing determinants and barriers to adaptation among farming households in Nepal,Peer,Stakeholder - Pankaj Koirala,"This paper attempts to fulfill the methodological gap in measuring adoption of climate change adaptation practices among smallholder farmers in less developed countries. It explains the derivation of an adaptation index taking into account the importance of adaptation practice and the scale of adoption. Based on information collected through a questionnaire survey of 720 farming households in six districts of Nepal, this study further identifies the factors influencing the farmers adoption of climate change adaptation practices. The multiple regression models revealed 11 variables significantly influencing the adoption of climate change adaptation practices. The variables found significant are age and education of the household head, family size, income sources, access to credit and extension services, number of plots under cultivation, past climate change experience, access to climate information, acceptance of climate change, and belief on adaptation. This indicates that policies aimed at planning and implementation of adaptation programs should emphasize the crucial role of social, economic and attitudinal characteristics of farming households.",,ok,elsevier_api,200,,2026-01-22T20:05:27Z,2026-01-22T20:05:27Z,0,2019,parsed_from_citation,include,,pass,,,yes,smallholder farmers,True,yes,derivation of an adaptation index,True,yes,climate change adaptation practices,True,yes,questionnaire survey of 720 farming households,True,yes,Nepal,True,,,101016jenvsci201908006,Passed,Unknown,Peer Reviewed,,,,,,,True,True,"Khanal, U., Wilson, C.",Environmental Science &amp; Policy,2019,"Khanal, U., & Wilson, C. (2019). Derivation of a climate change adaptation index and assessing determinants and barriers to adaptation among farming households in Nepal. Environmental science and policy, 101, 156–165."
10.1016/j.ecolecon.2017.08.006,10.1016/j.ecolecon.2017.08.006,10.1016/j.ecolecon.2017.08.006,"Khanal, U., Wilson, C., Hoang, V.-N., & Lee, B. (2018). Farmers' adaptation to climate change, its determinants and impacts on rice yield in Nepal. Ecological economics, 144, 139–147.",,"Farmers' adaptation to climate change, its determinants and impacts on rice yield in Nepal. Ecological economics, 144, 139–147.","Farmers' Adaptation to Climate Change, Its Determinants and Impacts on Rice Yield in Nepal",Peer,Stakeholder - Pankaj Koirala,"This paper explores the factors that influence farmers' decision-making in adopting climate change adaptation strategies and how these adaptations impact on farm yields. We employ a simultaneous equations model to investigate the differential effects of adaptation on adapters and non-adapters. An endogenous switching mechanism is employed to account for selectivity bias. Based on a survey of 422 rice farmers in Nepal, our results show that farmers' education, access to credit and extension services, experience with climate change impacts such as drought and flood, information on climate change issues, belief in climate change and the need to adapt all variously determine their decision-making. We find that the adaptation strategies employed by farmers significantly increase rice yields. Furthermore, results indicate that both adapters and non-adapters would benefit from the adaptation of the identified strategies. This study, therefore, provides supportive evidence for policy makers to take into consideration farmers' existing knowledge and skills in adapting to climate change. The findings show that it is imperative to involve farmers in climate change adaptation planning processes if the full benefits of such policy action are to be realized.",,ok,elsevier_api,200,,2026-01-22T20:05:29Z,2026-01-22T20:05:29Z,0,2018,parsed_from_citation,include,,pass,,,yes,survey of 422 rice farmers in Nepal,True,yes,farmers' decision-making in adopting climate change adaptation strategies,True,yes,experience with climate change impacts such as drought and flood,True,yes,Based on a survey of 422 rice farmers in Nepal,True,yes,survey of 422 rice farmers in Nepal,True,,,101016jecolecon201708006,Passed,Unknown,Peer Reviewed,,,,,,,True,True,"Khanal, U., Wilson, C., Hoang, V. et al.",Ecological Economics,2018,"Khanal, U., Wilson, C., Hoang, V.-N., & Lee, B. (2018). Farmers' adaptation to climate change, its determinants and impacts on rice yield in Nepal. Ecological economics, 144, 139–147."
