citation_raw,record_key,title,coverDate,publicationName,doi,eid,scopus_id,citedby_count,prism_url
Hernández C.E. (2007) 'Reducing pesticide runoff to the caribbean sea: A formidable regional challenge'. Making World Development Work Scientific Alternatives to Neoclassical Economic Theory.,reducingpesticiderunofftothecaribbeanseaaformidableregionalchallenge,Reducing pesticide runoff to the caribbean sea: A formidable regional challenge,2007-12-01,Making World Development Work Scientific Alternatives to Neoclassical Economic Theory,,2-s2.0-84898235023,84898235023,0,https://api.elsevier.com/content/abstract/scopus_id/84898235023
"McNeil R. (2007) 'Shrimp culture in Latin America: An economic experiment out of control, and the social issues of high-tech solutions'. Making World Development Work Scientific Alternatives to Neoclassical Economic Theory.",shrimpcultureinlatinamericaaneconomicexperimentoutofcontrolandthesocialissuesofhightechsolutions,"Shrimp culture in Latin America: An economic experiment out of control, and the social issues of high-tech solutions",2007-12-01,Making World Development Work Scientific Alternatives to Neoclassical Economic Theory,,2-s2.0-84898113725,84898113725,0,https://api.elsevier.com/content/abstract/scopus_id/84898113725
Bhaskaranarayana A. (2007) 'Space based societal applications - Relevance in developing countries'. International Astronautical Federation 58th International Astronautical Congress 2007.,spacebasedsocietalapplicationsrelevanceindevelopingcountries,Space based societal applications - Relevance in developing countries,2007-12-01,International Astronautical Federation 58th International Astronautical Congress 2007,,2-s2.0-55849118494,55849118494,2,https://api.elsevier.com/content/abstract/scopus_id/55849118494
Eva H. (2007) 'Assessing and highlighting forest change in the tropics using multiscale data sets'. Making World Development Work Scientific Alternatives to Neoclassical Economic Theory.,assessingandhighlightingforestchangeinthetropicsusingmultiscaledatasets,Assessing and highlighting forest change in the tropics using multiscale data sets,2007-12-01,Making World Development Work Scientific Alternatives to Neoclassical Economic Theory,,2-s2.0-84898342452,84898342452,0,https://api.elsevier.com/content/abstract/scopus_id/84898342452
Tolera A. (2007) 'Livestock production in pastoral and agro-pastoral production systems of southern Ethiopia'. Livestock Research for Rural Development.,livestockproductioninpastoralandagropastoralproductionsystemsofsouthernethiopia,Livestock production in pastoral and agro-pastoral production systems of southern Ethiopia,2007-12-01,Livestock Research for Rural Development,,2-s2.0-37349065533,37349065533,65,https://api.elsevier.com/content/abstract/scopus_id/37349065533
Makurira H. (2007) 'Hydrological impacts of field interventions in smallholder farming systems: A case study of Makanya catchment in semi-arid northern Tanzania'. IAHS AISH Publication.,hydrologicalimpactsoffieldinterventionsinsmallholderfarmingsystemsacasestudyofmakanyacatchmentinsemiaridnortherntanzania,Hydrological impacts of field interventions in smallholder farming systems: A case study of Makanya catchment in semi-arid northern Tanzania,2007-12-01,IAHS AISH Publication,,2-s2.0-55749098501,55749098501,0,https://api.elsevier.com/content/abstract/scopus_id/55749098501
De Silans A.M.B.P. (2007) 'Integrated water management for the epitácio pessoa reservoir in the semi-arid region of brazil'. IAHS AISH Publication.,integratedwatermanagementfortheepitciopessoareservoirinthesemiaridregionofbrazil,Integrated water management for the epitácio pessoa reservoir in the semi-arid region of brazil,2007-12-01,IAHS AISH Publication,,2-s2.0-55849087332,55849087332,2,https://api.elsevier.com/content/abstract/scopus_id/55849087332
Srivastava S.K. (2007) 'Voices of the poor and marginalized: They too have expectations from space'. International Astronautical Federation 58th International Astronautical Congress 2007.,voicesofthepoorandmarginalizedtheytoohaveexpectationsfromspace,Voices of the poor and marginalized: They too have expectations from space,2007-12-01,International Astronautical Federation 58th International Astronautical Congress 2007,,2-s2.0-55649119598,55649119598,1,https://api.elsevier.com/content/abstract/scopus_id/55649119598
Enfors E.I. (2007) 'Analysing resilience in dryland agro-ecosystems: A case study of the Makanya catchment in Tanzania over the past 50 years'. Land Degradation and Development. https://doi.org/10.1002/ldr.807,10.1002/ldr.807,Analysing resilience in dryland agro-ecosystems: A case study of the Makanya catchment in Tanzania over the past 50 years,2007-11-01,Land Degradation and Development,10.1002/ldr.807,2-s2.0-37449034307,37449034307,76,https://api.elsevier.com/content/abstract/scopus_id/37449034307
"Fan M. (2007) 'Nitrogen input, 15N balance and mineral N dynamics in a rice-wheat rotation in southwest China'. Nutrient Cycling in Agroecosystems. https://doi.org/10.1007/s10705-007-9112-8",10.1007/s10705-007-9112-8,"Nitrogen input, 15N balance and mineral N dynamics in a rice-wheat rotation in southwest China",2007-11-01,Nutrient Cycling in Agroecosystems,10.1007/s10705-007-9112-8,2-s2.0-34948833066,34948833066,61,https://api.elsevier.com/content/abstract/scopus_id/34948833066
Ficke A.D. (2007) 'Potential impacts of global climate change on freshwater fisheries'. Reviews in Fish Biology and Fisheries. https://doi.org/10.1007/s11160-007-9059-5,10.1007/s11160-007-9059-5,Potential impacts of global climate change on freshwater fisheries,2007-11-01,Reviews in Fish Biology and Fisheries,10.1007/s11160-007-9059-5,2-s2.0-35848945479,35848945479,971,https://api.elsevier.com/content/abstract/scopus_id/35848945479
Homma K. (2007) 'Evaluation of transplanting date and nitrogen fertilizer rate adapted by farmers to toposequential variation of environmental resources in a mini-watershed (Nong ) in Northeast Thailand'. Plant Production Science. https://doi.org/10.1626/pps.10.488,10.1626/pps.10.488,Evaluation of transplanting date and nitrogen fertilizer rate adapted by farmers to toposequential variation of environmental resources in a mini-watershed (Nong ) in Northeast Thailand,2007-11-01,Plant Production Science,10.1626/pps.10.488,2-s2.0-35548992757,35548992757,21,https://api.elsevier.com/content/abstract/scopus_id/35548992757
Carvalho A.R. (2007) 'An ecological economics approach to estimate the value of a fragmented wetland in Brazil (Mato Grosso do Sul state)'. Brazilian Journal of Biology. https://doi.org/10.1590/s1519-69842007000400011,10.1590/s1519-69842007000400011,An ecological economics approach to estimate the value of a fragmented wetland in Brazil (Mato Grosso do Sul state),2007-11-01,Brazilian Journal of Biology,10.1590/s1519-69842007000400011,2-s2.0-41549140157,41549140157,6,https://api.elsevier.com/content/abstract/scopus_id/41549140157
"Graham N.A.J. (2007) 'Lag effects in the impacts of mass coral bleaching on coral reef fish, fisheries, and ecosystems'. Conservation Biology. https://doi.org/10.1111/j.1523-1739.2007.00754.x",10.1111/j.1523-1739.2007.00754.x,"Lag effects in the impacts of mass coral bleaching on coral reef fish, fisheries, and ecosystems",2007-10-01,Conservation Biology,10.1111/j.1523-1739.2007.00754.x,2-s2.0-34648834694,34648834694,359,https://api.elsevier.com/content/abstract/scopus_id/34648834694
Abbott J.G. (2007) 'Market-resource links and fish vendor livelihoods in the upper Zambezi river floodplains'. Human Ecology. https://doi.org/10.1007/s10745-006-9102-5,10.1007/s10745-006-9102-5,Market-resource links and fish vendor livelihoods in the upper Zambezi river floodplains,2007-10-01,Human Ecology,10.1007/s10745-006-9102-5,2-s2.0-34848909224,34848909224,20,https://api.elsevier.com/content/abstract/scopus_id/34848909224
Sultana P. (2007) 'Community based fisheries management and fisher livelihoods: Bangladesh case studies'. Human Ecology. https://doi.org/10.1007/s10745-006-9092-3,10.1007/s10745-006-9092-3,Community based fisheries management and fisher livelihoods: Bangladesh case studies,2007-10-01,Human Ecology,10.1007/s10745-006-9092-3,2-s2.0-34848836303,34848836303,34,https://api.elsevier.com/content/abstract/scopus_id/34848836303
Chisi M. (2007) 'Impact assessment of Sorghum research in Zambia'. Impact of Science on African Agriculture and Food Security.,impactassessmentofsorghumresearchinzambia,Impact assessment of Sorghum research in Zambia,2007-09-25,Impact of Science on African Agriculture and Food Security,,2-s2.0-79955792404,79955792404,2,https://api.elsevier.com/content/abstract/scopus_id/79955792404
Kadigi R.M.J. (2007) 'Collective arrangements and social networks: Coping strategies for the poor households in the Great Ruaha Catchment in Tanzania'. Physics and Chemistry of the Earth. https://doi.org/10.1016/j.pce.2007.07.026,10.1016/j.pce.2007.07.026,Collective arrangements and social networks: Coping strategies for the poor households in the Great Ruaha Catchment in Tanzania,2007-09-17,Physics and Chemistry of the Earth,10.1016/j.pce.2007.07.026,2-s2.0-34548565627,34548565627,10,https://api.elsevier.com/content/abstract/scopus_id/34548565627
Mwenge Kahinda J.m. (2007) 'Rainwater harvesting to enhance water productivity of rainfed agriculture in the semi-arid Zimbabwe'. Physics and Chemistry of the Earth. https://doi.org/10.1016/j.pce.2007.07.011,10.1016/j.pce.2007.07.011,Rainwater harvesting to enhance water productivity of rainfed agriculture in the semi-arid Zimbabwe,2007-09-17,Physics and Chemistry of the Earth,10.1016/j.pce.2007.07.011,2-s2.0-34548599647,34548599647,68,https://api.elsevier.com/content/abstract/scopus_id/34548599647
"Kosgei J. (2007) 'The influence of tillage on field scale water fluxes and maize yields in semi-arid environments: A case study of Potshini catchment, South Africa'. Physics and Chemistry of the Earth. https://doi.org/10.1016/j.pce.2007.07.027",10.1016/j.pce.2007.07.027,"The influence of tillage on field scale water fluxes and maize yields in semi-arid environments: A case study of Potshini catchment, South Africa",2007-09-17,Physics and Chemistry of the Earth,10.1016/j.pce.2007.07.027,2-s2.0-34548593182,34548593182,29,https://api.elsevier.com/content/abstract/scopus_id/34548593182
Michaelowa A. (2007) 'Climate or development: Is ODA diverted from its original purpose?'. Climatic Change. https://doi.org/10.1007/s10584-007-9270-3,10.1007/s10584-007-9270-3,Climate or development: Is ODA diverted from its original purpose?,2007-09-01,Climatic Change,10.1007/s10584-007-9270-3,2-s2.0-34547598275,34547598275,80,https://api.elsevier.com/content/abstract/scopus_id/34547598275
Cousins B. (2007) 'A synthesis of sociological and biological perspectives on sustainable land use in Namaqualand'. Journal of Arid Environments. https://doi.org/10.1016/j.jaridenv.2007.04.002,10.1016/j.jaridenv.2007.04.002,A synthesis of sociological and biological perspectives on sustainable land use in Namaqualand,2007-09-01,Journal of Arid Environments,10.1016/j.jaridenv.2007.04.002,2-s2.0-34249293637,34249293637,28,https://api.elsevier.com/content/abstract/scopus_id/34249293637
Aburto-Oropeza O. (2007) 'Predictability of reef fish recruitment in a highly variable nursery habitat'. Ecology. https://doi.org/10.1890/06-0857.1,10.1890/06-0857.1,Predictability of reef fish recruitment in a highly variable nursery habitat,2007-09-01,Ecology,10.1890/06-0857.1,2-s2.0-38449095312,38449095312,66,https://api.elsevier.com/content/abstract/scopus_id/38449095312
Linquist B.A. (2007) 'Benefits of organic residues and chemical fertilizer to productivity of rain-fed lowland rice and to soil nutrient balances'. Nutrient Cycling in Agroecosystems. https://doi.org/10.1007/s10705-007-9095-5,10.1007/s10705-007-9095-5,Benefits of organic residues and chemical fertilizer to productivity of rain-fed lowland rice and to soil nutrient balances,2007-09-01,Nutrient Cycling in Agroecosystems,10.1007/s10705-007-9095-5,2-s2.0-34547528812,34547528812,34,https://api.elsevier.com/content/abstract/scopus_id/34547528812
"Emokaro C. (2007) 'Efficiency of resource-use and marginal productivities in dry season Amaranth production in Edo South, Nigeria'. Journal of Applied Sciences. https://doi.org/10.3923/jas.2007.2500.2504",10.3923/jas.2007.2500.2504,"Efficiency of resource-use and marginal productivities in dry season Amaranth production in Edo South, Nigeria",2007-09-01,Journal of Applied Sciences,10.3923/jas.2007.2500.2504,2-s2.0-34948813632,34948813632,6,https://api.elsevier.com/content/abstract/scopus_id/34948813632
"Kipkemboi J. (2007) 'Integration of smallholder wetland aquaculture-agriculture systems (fingerponds) into riparian farming systems on the shores of Lake Victoria, Kenya: Socio-economics and livelihoods'. Geographical Journal. https://doi.org/10.1111/j.1475-4959.2007.00246.x",10.1111/j.1475-4959.2007.00246.x,"Integration of smallholder wetland aquaculture-agriculture systems (fingerponds) into riparian farming systems on the shores of Lake Victoria, Kenya: Socio-economics and livelihoods",2007-09-01,Geographical Journal,10.1111/j.1475-4959.2007.00246.x,2-s2.0-34548358575,34548358575,29,https://api.elsevier.com/content/abstract/scopus_id/34548358575
Tschakert P. (2007) 'Views from the vulnerable: Understanding climatic and other stressors in the Sahel'. Global Environmental Change. https://doi.org/10.1016/j.gloenvcha.2006.11.008,10.1016/j.gloenvcha.2006.11.008,Views from the vulnerable: Understanding climatic and other stressors in the Sahel,2007-08-01,Global Environmental Change,10.1016/j.gloenvcha.2006.11.008,2-s2.0-34548542952,34548542952,345,https://api.elsevier.com/content/abstract/scopus_id/34548542952
Challinor A. (2007) 'Assessing the vulnerability of food crop systems in Africa to climate change'. Climatic Change. https://doi.org/10.1007/s10584-007-9249-0,10.1007/s10584-007-9249-0,Assessing the vulnerability of food crop systems in Africa to climate change,2007-08-01,Climatic Change,10.1007/s10584-007-9249-0,2-s2.0-34447100226,34447100226,429,https://api.elsevier.com/content/abstract/scopus_id/34447100226
Thomas D.S.G. (2007) 'Adaptation to climate change and variability: Farmer responses to intra-seasonal precipitation trends in South Africa'. Climatic Change. https://doi.org/10.1007/s10584-006-9205-4,10.1007/s10584-006-9205-4,Adaptation to climate change and variability: Farmer responses to intra-seasonal precipitation trends in South Africa,2007-08-01,Climatic Change,10.1007/s10584-006-9205-4,2-s2.0-34447098231,34447098231,449,https://api.elsevier.com/content/abstract/scopus_id/34447098231
Soler C.M.T. (2007) 'Impact of water stress on maize grown off-season in a subtropical environment'. Journal of Agronomy and Crop Science. https://doi.org/10.1111/j.1439-037x.2007.00265.x,10.1111/j.1439-037x.2007.00265.x,Impact of water stress on maize grown off-season in a subtropical environment,2007-08-01,Journal of Agronomy and Crop Science,10.1111/j.1439-037x.2007.00265.x,2-s2.0-34447521775,34447521775,60,https://api.elsevier.com/content/abstract/scopus_id/34447521775
"Mushtaq S. (2007) 'Economic evaluation of small multi-purpose ponds in the Zhanghe irrigation system, China'. Agricultural Water Management. https://doi.org/10.1016/j.agwat.2007.04.006",10.1016/j.agwat.2007.04.006,"Economic evaluation of small multi-purpose ponds in the Zhanghe irrigation system, China",2007-07-16,Agricultural Water Management,10.1016/j.agwat.2007.04.006,2-s2.0-34250647428,34250647428,45,https://api.elsevier.com/content/abstract/scopus_id/34250647428
Augustyn H. (2007) 'A burning issue'. World Watch.,aburningissue,A burning issue,2007-07-01,World Watch,,2-s2.0-34447107245,34447107245,1,https://api.elsevier.com/content/abstract/scopus_id/34447107245
Petersen E. (2007) 'Bioeconomics of reservoir aquaculture in Vietnam'. Aquaculture Economics and Management. https://doi.org/10.1080/13657300701530183,10.1080/13657300701530183,Bioeconomics of reservoir aquaculture in Vietnam,2007-07-01,Aquaculture Economics and Management,10.1080/13657300701530183,2-s2.0-34548246627,34548246627,9,https://api.elsevier.com/content/abstract/scopus_id/34548246627
Alderman H. (2007) 'Insurance against covariate shocks: The role of index-based insurance in social protection in low-income countries of Africa'. World Bank Working Paper.,insuranceagainstcovariateshockstheroleofindexbasedinsuranceinsocialprotectioninlowincomecountriesofafrica,Insurance against covariate shocks: The role of index-based insurance in social protection in low-income countries of Africa,2007-06-06,World Bank Working Paper,,2-s2.0-34249807027,34249807027,10,https://api.elsevier.com/content/abstract/scopus_id/34249807027
Yang L. (2007) 'Seasonal changes in the effects of free-air CO2 enrichment (FACE) on phosphorus uptake and utilization of rice at three levels of nitrogen fertilization'. Field Crops Research. https://doi.org/10.1016/j.fcr.2007.03.004,10.1016/j.fcr.2007.03.004,Seasonal changes in the effects of free-air CO2 enrichment (FACE) on phosphorus uptake and utilization of rice at three levels of nitrogen fertilization,2007-06-05,Field Crops Research,10.1016/j.fcr.2007.03.004,2-s2.0-34247399185,34247399185,49,https://api.elsevier.com/content/abstract/scopus_id/34247399185
Rosenzweig C. (2007) 'Adaptation and mitigation strategies in agriculture: An analysis of potential synergies'. Mitigation and Adaptation Strategies for Global Change. https://doi.org/10.1007/s11027-007-9103-8,10.1007/s11027-007-9103-8,Adaptation and mitigation strategies in agriculture: An analysis of potential synergies,2007-06-01,Mitigation and Adaptation Strategies for Global Change,10.1007/s11027-007-9103-8,2-s2.0-34447100596,34447100596,207,https://api.elsevier.com/content/abstract/scopus_id/34447100596
Kabubo-Mariara J. (2007) 'The economic impact of climate change on Kenyan crop agriculture: A Ricardian approach'. Global and Planetary Change. https://doi.org/10.1016/j.gloplacha.2007.01.002,10.1016/j.gloplacha.2007.01.002,The economic impact of climate change on Kenyan crop agriculture: A Ricardian approach,2007-06-01,Global and Planetary Change,10.1016/j.gloplacha.2007.01.002,2-s2.0-34248524026,34248524026,109,https://api.elsevier.com/content/abstract/scopus_id/34248524026
Ganguli D. (2007) 'Impact of natural disasters on livestock farmers: The case of Orissa supercyclone of 1999 in India'. Indian Journal of Animal Sciences.,impactofnaturaldisastersonlivestockfarmersthecaseoforissasupercycloneof1999inindia,Impact of natural disasters on livestock farmers: The case of Orissa supercyclone of 1999 in India,2007-06-01,Indian Journal of Animal Sciences,,2-s2.0-34548634676,34548634676,2,https://api.elsevier.com/content/abstract/scopus_id/34548634676
Misra A.K. (2007) 'Strategies for livestock development in rainfed agro-ecosystem of India'. Livestock Research for Rural Development.,strategiesforlivestockdevelopmentinrainfedagroecosystemofindia,Strategies for livestock development in rainfed agro-ecosystem of India,2007-06-01,Livestock Research for Rural Development,,2-s2.0-34250024260,34250024260,8,https://api.elsevier.com/content/abstract/scopus_id/34250024260
Virk D.S. (2007) 'Trade-offs between on-farm varietal diversity and highly client-oriented breeding - A case study of upland rice in India'. Genetic Resources and Crop Evolution. https://doi.org/10.1007/s10722-006-9158-5,10.1007/s10722-006-9158-5,Trade-offs between on-farm varietal diversity and highly client-oriented breeding - A case study of upland rice in India,2007-06-01,Genetic Resources and Crop Evolution,10.1007/s10722-006-9158-5,2-s2.0-34447329312,34447329312,23,https://api.elsevier.com/content/abstract/scopus_id/34447329312
Irshad M. (2007) 'The management options of water for the development of agriculture in dry areas'. Journal of Applied Sciences. https://doi.org/10.3923/jas.2007.1551.1557,10.3923/jas.2007.1551.1557,The management options of water for the development of agriculture in dry areas,2007-06-01,Journal of Applied Sciences,10.3923/jas.2007.1551.1557,2-s2.0-34548308788,34548308788,8,https://api.elsevier.com/content/abstract/scopus_id/34548308788
Kangur A. (2007) 'The role of temperature in the population dynamics of smelt Osmerus eperlanus eperlanus m. spirinchus Pallas in Lake Peipsi (Estonia/Russia)'. Hydrobiologia. https://doi.org/10.1007/s10750-007-0614-9,10.1007/s10750-007-0614-9,The role of temperature in the population dynamics of smelt Osmerus eperlanus eperlanus m. spirinchus Pallas in Lake Peipsi (Estonia/Russia),2007-06-01,Hydrobiologia,10.1007/s10750-007-0614-9,2-s2.0-34249043542,34249043542,28,https://api.elsevier.com/content/abstract/scopus_id/34249043542
Chang J. (2007) 'Thinking about development of flood-avoiding and waterlogging-resisting ecological agriculture: A case study on the area ofcropland returned to lake in Dongting Lake'. Journal of Natural Disasters.,thinkingaboutdevelopmentoffloodavoidingandwaterloggingresistingecologicalagricultureacasestudyontheareaofcroplandreturnedtolakeindongtinglake,Thinking about development of flood-avoiding and waterlogging-resisting ecological agriculture: A case study on the area ofcropland returned to lake in Dongting Lake,2007-06-01,Journal of Natural Disasters,,2-s2.0-35348969718,35348969718,0,https://api.elsevier.com/content/abstract/scopus_id/35348969718
Saha R. (2007) 'Low-cost micro-rainwater harvesting technology (Jalkund) for new livelihood of rural hill farmers'. Current Science.,lowcostmicrorainwaterharvestingtechnologyjalkundfornewlivelihoodofruralhillfarmers,Low-cost micro-rainwater harvesting technology (Jalkund) for new livelihood of rural hill farmers,2007-05-10,Current Science,,2-s2.0-34249710299,34249710299,19,https://api.elsevier.com/content/abstract/scopus_id/34249710299
Balasubramanian V. (2007) 'Increasing Rice Production in Sub-Saharan Africa: Challenges and Opportunities'. Advances in Agronomy. https://doi.org/10.1016/s0065-2113(06)94002-4,10.1016/s0065-2113(06)94002-4,Increasing Rice Production in Sub-Saharan Africa: Challenges and Opportunities,2007-05-08,Advances in Agronomy,10.1016/s0065-2113(06)94002-4,2-s2.0-34247625641,34247625641,324,https://api.elsevier.com/content/abstract/scopus_id/34247625641
Nyssen J. (2007) 'Interdisciplinary on-site evaluation of stone bunds to control soil erosion on cropland in Northern Ethiopia'. Soil and Tillage Research. https://doi.org/10.1016/j.still.2006.07.011,10.1016/j.still.2006.07.011,Interdisciplinary on-site evaluation of stone bunds to control soil erosion on cropland in Northern Ethiopia,2007-05-01,Soil and Tillage Research,10.1016/j.still.2006.07.011,2-s2.0-33847685696,33847685696,167,https://api.elsevier.com/content/abstract/scopus_id/33847685696
Alary V. (2007) 'Promoting the adoption of natural resource management technology in arid and semi-arid areas: Modelling the impact of spineless cactus in alley cropping in Central Tunisia'. Agricultural Systems. https://doi.org/10.1016/j.agsy.2007.02.003,10.1016/j.agsy.2007.02.003,Promoting the adoption of natural resource management technology in arid and semi-arid areas: Modelling the impact of spineless cactus in alley cropping in Central Tunisia,2007-05-01,Agricultural Systems,10.1016/j.agsy.2007.02.003,2-s2.0-34047189669,34047189669,37,https://api.elsevier.com/content/abstract/scopus_id/34047189669
Kaizzi K.C. (2007) 'Low input approaches for soil fertility management in semiarid eastern Uganda'. Agronomy Journal. https://doi.org/10.2134/agronj2006.0238,10.2134/agronj2006.0238,Low input approaches for soil fertility management in semiarid eastern Uganda,2007-05-01,Agronomy Journal,10.2134/agronj2006.0238,2-s2.0-34249038713,34249038713,23,https://api.elsevier.com/content/abstract/scopus_id/34249038713
"Stave J. (2007) 'Traditional ecological knowledge of a riverine forest in Turkana, Kenya: Implications for research and management'. Biodiversity and Conservation. https://doi.org/10.1007/s10531-006-9016-y",10.1007/s10531-006-9016-y,"Traditional ecological knowledge of a riverine forest in Turkana, Kenya: Implications for research and management",2007-05-01,Biodiversity and Conservation,10.1007/s10531-006-9016-y,2-s2.0-34250898124,34250898124,59,https://api.elsevier.com/content/abstract/scopus_id/34250898124
