citation_raw,record_key,title,coverDate,publicationName,doi,eid,scopus_id,citedby_count,prism_url
"He Q. (2025) 'From drought to recovery: How extreme drought drives adaptive behaviour and grain production efficiency in Sichuan and Chongqing, China'. Journal of Rural Studies. https://doi.org/10.1016/j.jrurstud.2025.103860",10.1016/j.jrurstud.2025.103860,"From drought to recovery: How extreme drought drives adaptive behaviour and grain production efficiency in Sichuan and Chongqing, China",2025-12-01,Journal of Rural Studies,10.1016/j.jrurstud.2025.103860,2-s2.0-105014752977,105014752977,1,https://api.elsevier.com/content/abstract/scopus_id/105014752977
Wang S. (2025) 'The impact of extreme weather event on off-farm employment: Evidence from rural China'. Journal of Rural Studies. https://doi.org/10.1016/j.jrurstud.2025.103894,10.1016/j.jrurstud.2025.103894,The impact of extreme weather event on off-farm employment: Evidence from rural China,2025-12-01,Journal of Rural Studies,10.1016/j.jrurstud.2025.103894,2-s2.0-105016407923,105016407923,0,https://api.elsevier.com/content/abstract/scopus_id/105016407923
"Price M.J. (2025) 'Arctic agrarian futures? A political ecology of climate change in the Northwest Territories, Canada'. Geoforum. https://doi.org/10.1016/j.geoforum.2025.104462",10.1016/j.geoforum.2025.104462,"Arctic agrarian futures? A political ecology of climate change in the Northwest Territories, Canada",2025-12-01,Geoforum,10.1016/j.geoforum.2025.104462,2-s2.0-105021843965,105021843965,0,https://api.elsevier.com/content/abstract/scopus_id/105021843965
Prayitno G. (2025) 'The role of social and human capital on climate change adaptation in agricultural activities in Indonesia'. Environmental Challenges. https://doi.org/10.1016/j.envc.2025.101353,10.1016/j.envc.2025.101353,The role of social and human capital on climate change adaptation in agricultural activities in Indonesia,2025-12-01,Environmental Challenges,10.1016/j.envc.2025.101353,2-s2.0-105020269234,105020269234,0,https://api.elsevier.com/content/abstract/scopus_id/105020269234
Cornale P. (2025) 'Climate Change and Livestock Welfare in the Alps: A Comprehensive Review'. Animals. https://doi.org/10.3390/ani15243578,10.3390/ani15243578,Climate Change and Livestock Welfare in the Alps: A Comprehensive Review,2025-12-01,Animals,10.3390/ani15243578,2-s2.0-105025940220,105025940220,0,https://api.elsevier.com/content/abstract/scopus_id/105025940220
"Omer M.A. (2025) 'Perceptions of climate variability, adaptation strategies, and their determinants among smallholder farmers in the Gabiley Region, Somaliland'. Discover Sustainability. https://doi.org/10.1007/s43621-025-01543-9",10.1007/s43621-025-01543-9,"Perceptions of climate variability, adaptation strategies, and their determinants among smallholder farmers in the Gabiley Region, Somaliland",2025-12-01,Discover Sustainability,10.1007/s43621-025-01543-9,2-s2.0-105018197728,105018197728,1,https://api.elsevier.com/content/abstract/scopus_id/105018197728
Lambebo I.H. (2025) 'Community’s perceptions on health and ecological impacts of climate change and adaptation strategies in rural areas of the central Ethiopian region'. BMC Public Health. https://doi.org/10.1186/s12889-025-24719-4,10.1186/s12889-025-24719-4,Community’s perceptions on health and ecological impacts of climate change and adaptation strategies in rural areas of the central Ethiopian region,2025-12-01,BMC Public Health,10.1186/s12889-025-24719-4,2-s2.0-105017645096,105017645096,0,https://api.elsevier.com/content/abstract/scopus_id/105017645096
Chimi P.M. (2025) 'Indigenous agroecological knowledge and practices for climate change adaptation in the forest-savanna transition zone at Batchenga in the Centre Region of Cameroon'. Discover Environment. https://doi.org/10.1007/s44274-025-00192-z,10.1007/s44274-025-00192-z,Indigenous agroecological knowledge and practices for climate change adaptation in the forest-savanna transition zone at Batchenga in the Centre Region of Cameroon,2025-12-01,Discover Environment,10.1007/s44274-025-00192-z,2-s2.0-85219743449,85219743449,11,https://api.elsevier.com/content/abstract/scopus_id/85219743449
Gebre T. (2025) 'Coping strategies to food insecurity and adaptation mechanisms to meteorological drought in the drought-prone rural areas of Tigray'. Food and Humanity. https://doi.org/10.1016/j.foohum.2025.100861,10.1016/j.foohum.2025.100861,Coping strategies to food insecurity and adaptation mechanisms to meteorological drought in the drought-prone rural areas of Tigray,2025-12-01,Food and Humanity,10.1016/j.foohum.2025.100861,2-s2.0-105020478009,105020478009,0,https://api.elsevier.com/content/abstract/scopus_id/105020478009
Alrhmoun M. (2025) 'Climate change perceptions across four ecological regions in Italy and Austria'. Scientific Reports. https://doi.org/10.1038/s41598-025-10611-z,10.1038/s41598-025-10611-z,Climate change perceptions across four ecological regions in Italy and Austria,2025-12-01,Scientific Reports,10.1038/s41598-025-10611-z,2-s2.0-105020269662,105020269662,0,https://api.elsevier.com/content/abstract/scopus_id/105020269662
Ogunbode T.O. (2025) 'Analysis of farmers’ perceptions on sustainable sweet orange farming in nigeria amid climate change'. Scientific Reports. https://doi.org/10.1038/s41598-025-90056-6,10.1038/s41598-025-90056-6,Analysis of farmers’ perceptions on sustainable sweet orange farming in nigeria amid climate change,2025-12-01,Scientific Reports,10.1038/s41598-025-90056-6,2-s2.0-85218483572,85218483572,3,https://api.elsevier.com/content/abstract/scopus_id/85218483572
"Siririka N.A.T. (2025) 'Climate change adaptation strategies among smallholder livestock farmers in Namibia's Omaheke Region, Namibia'. Discover Sustainability. https://doi.org/10.1007/s43621-025-00963-x",10.1007/s43621-025-00963-x,"Climate change adaptation strategies among smallholder livestock farmers in Namibia's Omaheke Region, Namibia",2025-12-01,Discover Sustainability,10.1007/s43621-025-00963-x,2-s2.0-105000427366,105000427366,2,https://api.elsevier.com/content/abstract/scopus_id/105000427366
"Chengu S. (2025) 'Household coping strategies for flood risk in flood-prone areas of the Itang watershed, Southwestern Ethiopia'. Discover Sustainability. https://doi.org/10.1007/s43621-025-01701-z",10.1007/s43621-025-01701-z,"Household coping strategies for flood risk in flood-prone areas of the Itang watershed, Southwestern Ethiopia",2025-12-01,Discover Sustainability,10.1007/s43621-025-01701-z,2-s2.0-105018589062,105018589062,0,https://api.elsevier.com/content/abstract/scopus_id/105018589062
"Rai S. (2025) 'Climate vulnerability of smallholder farming communities along an elevational gradient in Sikkim Himalaya, India'. Theoretical and Applied Climatology. https://doi.org/10.1007/s00704-025-05892-3",10.1007/s00704-025-05892-3,"Climate vulnerability of smallholder farming communities along an elevational gradient in Sikkim Himalaya, India",2025-12-01,Theoretical and Applied Climatology,10.1007/s00704-025-05892-3,2-s2.0-105022109808,105022109808,0,https://api.elsevier.com/content/abstract/scopus_id/105022109808
Arfa L. (2025) 'Assessment of Farm Households’ Perception of and Adaptation Strategies to Climate Change Risks in Tunisian Semi-Arid Areas'. Sage Open. https://doi.org/10.1177/21582440251405317,10.1177/21582440251405317,Assessment of Farm Households’ Perception of and Adaptation Strategies to Climate Change Risks in Tunisian Semi-Arid Areas,2025-12-01,Sage Open,10.1177/21582440251405317,2-s2.0-105024662674,105024662674,0,https://api.elsevier.com/content/abstract/scopus_id/105024662674
Dutta S. (2025) 'Fisheries management of the Arabian Peninsula region with special emphasis to the Sultanate of Oman: perspectives of climate change adaptations'. Anthropocene Coasts. https://doi.org/10.1007/s44218-025-00088-8,10.1007/s44218-025-00088-8,Fisheries management of the Arabian Peninsula region with special emphasis to the Sultanate of Oman: perspectives of climate change adaptations,2025-12-01,Anthropocene Coasts,10.1007/s44218-025-00088-8,2-s2.0-105009546885,105009546885,0,https://api.elsevier.com/content/abstract/scopus_id/105009546885
Choudhary A. (2025) 'Intersectional perspectives on gendered adaptation and social hierarchies in agricultural communities of the Indian Himalaya'. Discover Sustainability. https://doi.org/10.1007/s43621-025-01451-y,10.1007/s43621-025-01451-y,Intersectional perspectives on gendered adaptation and social hierarchies in agricultural communities of the Indian Himalaya,2025-12-01,Discover Sustainability,10.1007/s43621-025-01451-y,2-s2.0-105011342334,105011342334,1,https://api.elsevier.com/content/abstract/scopus_id/105011342334
Eggert E. (2025) 'Physical effort during labour and behavioural adaptations in response to heat stress among subsistence farmers in Burkina Faso: a gender-specific longitudinal observational study'. Lancet Planetary Health. https://doi.org/10.1016/j.lanplh.2025.101344,10.1016/j.lanplh.2025.101344,Physical effort during labour and behavioural adaptations in response to heat stress among subsistence farmers in Burkina Faso: a gender-specific longitudinal observational study,2025-12-01,Lancet Planetary Health,10.1016/j.lanplh.2025.101344,2-s2.0-105026605412,105026605412,0,https://api.elsevier.com/content/abstract/scopus_id/105026605412
"Hazarika A. (2025) 'Socio-ecological vulnerability to climate change among farmers in Son Beel, the largest freshwater wetland of the Indian sub-Himalayas'. Environmental and Sustainability Indicators. https://doi.org/10.1016/j.indic.2025.100897",10.1016/j.indic.2025.100897,"Socio-ecological vulnerability to climate change among farmers in Son Beel, the largest freshwater wetland of the Indian sub-Himalayas",2025-12-01,Environmental and Sustainability Indicators,10.1016/j.indic.2025.100897,2-s2.0-105014804493,105014804493,0,https://api.elsevier.com/content/abstract/scopus_id/105014804493
Nchanji E.B. (2025) 'Assessing gender disparities in farmers’ access and use of climate-smart agriculture in Southern Tanzania'. Discover Sustainability. https://doi.org/10.1007/s43621-025-01150-8,10.1007/s43621-025-01150-8,Assessing gender disparities in farmers’ access and use of climate-smart agriculture in Southern Tanzania,2025-12-01,Discover Sustainability,10.1007/s43621-025-01150-8,2-s2.0-105003814539,105003814539,7,https://api.elsevier.com/content/abstract/scopus_id/105003814539
"Maity S. (2025) 'A field-based data-driven modeling approach for livelihood vulnerability examination of rice farmers' considering climate risk in parts of West Bengal, Eastern India'. Discover Sustainability. https://doi.org/10.1007/s43621-025-01711-x",10.1007/s43621-025-01711-x,"A field-based data-driven modeling approach for livelihood vulnerability examination of rice farmers' considering climate risk in parts of West Bengal, Eastern India",2025-12-01,Discover Sustainability,10.1007/s43621-025-01711-x,2-s2.0-105014594995,105014594995,0,https://api.elsevier.com/content/abstract/scopus_id/105014594995
Savari M. (2025) 'Analysis of psychological and social factors affecting climate change adaptation and mitigation behaviors among Iranian rice farmers'. Scientific Reports. https://doi.org/10.1038/s41598-025-15580-x,10.1038/s41598-025-15580-x,Analysis of psychological and social factors affecting climate change adaptation and mitigation behaviors among Iranian rice farmers,2025-12-01,Scientific Reports,10.1038/s41598-025-15580-x,2-s2.0-105013671554,105013671554,6,https://api.elsevier.com/content/abstract/scopus_id/105013671554
"Campos Trigoso J.A. (2025) 'Sensitivity and Adaptive Capacity to Climate Change in Organised Coffee Growers in Amazonas, Peru'. Sustainability Switzerland. https://doi.org/10.3390/su172310666",10.3390/su172310666,"Sensitivity and Adaptive Capacity to Climate Change in Organised Coffee Growers in Amazonas, Peru",2025-12-01,Sustainability Switzerland,10.3390/su172310666,2-s2.0-105024603318,105024603318,0,https://api.elsevier.com/content/abstract/scopus_id/105024603318
"Fang M. (2025) 'Examining the effects of government subsidies on farmer's livelihoods for agricultural sustainability in the context of climate change: Evidence from 8,089 farmers in China'. Sustainable Futures. https://doi.org/10.1016/j.sftr.2025.101547",10.1016/j.sftr.2025.101547,"Examining the effects of government subsidies on farmer's livelihoods for agricultural sustainability in the context of climate change: Evidence from 8,089 farmers in China",2025-12-01,Sustainable Futures,10.1016/j.sftr.2025.101547,2-s2.0-105023378645,105023378645,0,https://api.elsevier.com/content/abstract/scopus_id/105023378645
"Atubiga J.A. (2025) 'The impact of climate change on water conservation for dry season irrigation farming in Ghana’s Sudan agro ecological zone of the Upper East Region: Department of environmental management, university of energy and natural resources, Sunyani- ghana. Email: atubigajohnaloba@gmail.com'. Discover Sustainability. https://doi.org/10.1007/s43621-025-01854-x",10.1007/s43621-025-01854-x,"The impact of climate change on water conservation for dry season irrigation farming in Ghana’s Sudan agro ecological zone of the Upper East Region: Department of environmental management, university of energy and natural resources, Sunyani- ghana. Email: atubigajohnaloba@gmail.com",2025-12-01,Discover Sustainability,10.1007/s43621-025-01854-x,2-s2.0-105023202619,105023202619,0,https://api.elsevier.com/content/abstract/scopus_id/105023202619
"Tegegn M.G. (2025) 'Climate-induced livelihood vulnerability among farm households across different livelihood zones of Ebenat district, Northwestern Ethiopia'. Discover Sustainability. https://doi.org/10.1007/s43621-025-01455-8",10.1007/s43621-025-01455-8,"Climate-induced livelihood vulnerability among farm households across different livelihood zones of Ebenat district, Northwestern Ethiopia",2025-12-01,Discover Sustainability,10.1007/s43621-025-01455-8,2-s2.0-105017720767,105017720767,0,https://api.elsevier.com/content/abstract/scopus_id/105017720767
"Kumar A. (2025) 'Assessing climate change risk and vulnerability among Bhil and Bhilala tribal communities in Madhya Pradesh, India: a multidimensional approach'. Scientific Reports. https://doi.org/10.1038/s41598-025-90390-9",10.1038/s41598-025-90390-9,"Assessing climate change risk and vulnerability among Bhil and Bhilala tribal communities in Madhya Pradesh, India: a multidimensional approach",2025-12-01,Scientific Reports,10.1038/s41598-025-90390-9,2-s2.0-85219606467,85219606467,7,https://api.elsevier.com/content/abstract/scopus_id/85219606467
Handayati P. (2025) 'From vulnerable to resilience: an assessment of small-scale fisheries livelihood in South Malang of Indonesia'. Discover Sustainability. https://doi.org/10.1007/s43621-025-00810-z,10.1007/s43621-025-00810-z,From vulnerable to resilience: an assessment of small-scale fisheries livelihood in South Malang of Indonesia,2025-12-01,Discover Sustainability,10.1007/s43621-025-00810-z,2-s2.0-85217760024,85217760024,2,https://api.elsevier.com/content/abstract/scopus_id/85217760024
"Thinh P.H. (2025) 'Impact of natural disasters on farming livelihood activities in Nam Dong district, Thua Thien Hue province, Vietnam'. Geojournal. https://doi.org/10.1007/s10708-025-11530-2",10.1007/s10708-025-11530-2,"Impact of natural disasters on farming livelihood activities in Nam Dong district, Thua Thien Hue province, Vietnam",2025-12-01,Geojournal,10.1007/s10708-025-11530-2,2-s2.0-105021001286,105021001286,0,https://api.elsevier.com/content/abstract/scopus_id/105021001286
Aryal J.P. (2025) 'Do ex-ante and ex-post strategies to manage drought differ at the farm household level? A case of sub-Saharan Africa'. Environment Development and Sustainability. https://doi.org/10.1007/s10668-023-03660-9,10.1007/s10668-023-03660-9,Do ex-ante and ex-post strategies to manage drought differ at the farm household level? A case of sub-Saharan Africa,2025-12-01,Environment Development and Sustainability,10.1007/s10668-023-03660-9,2-s2.0-85166313570,85166313570,5,https://api.elsevier.com/content/abstract/scopus_id/85166313570
Aduko J. (2025) 'Impacts of climate change and mobile pastoralism on land use in semi-arid Ghana'. Discover Environment. https://doi.org/10.1007/s44274-025-00211-z,10.1007/s44274-025-00211-z,Impacts of climate change and mobile pastoralism on land use in semi-arid Ghana,2025-12-01,Discover Environment,10.1007/s44274-025-00211-z,2-s2.0-105000525408,105000525408,3,https://api.elsevier.com/content/abstract/scopus_id/105000525408
Kebtieneh N. (2025) 'Optimizing Nile tilapia stocking density for enhanced water use efficiency and profitability in fish-cabbage integrated farming systems in Northwest Ethiopia'. Aquaculture International. https://doi.org/10.1007/s10499-025-02359-0,10.1007/s10499-025-02359-0,Optimizing Nile tilapia stocking density for enhanced water use efficiency and profitability in fish-cabbage integrated farming systems in Northwest Ethiopia,2025-12-01,Aquaculture International,10.1007/s10499-025-02359-0,2-s2.0-105022618767,105022618767,0,https://api.elsevier.com/content/abstract/scopus_id/105022618767
"Irfan B. (2025) 'Climate change and aquatic food systems: fish species shifts, productivity threats, and adaptive pathways'. Theoretical and Applied Climatology. https://doi.org/10.1007/s00704-025-05831-2",10.1007/s00704-025-05831-2,"Climate change and aquatic food systems: fish species shifts, productivity threats, and adaptive pathways",2025-12-01,Theoretical and Applied Climatology,10.1007/s00704-025-05831-2,2-s2.0-105021449750,105021449750,0,https://api.elsevier.com/content/abstract/scopus_id/105021449750
Rahman M.C. (2025) 'Vulnerability and adaptation in flood-prone ecosystems of Bangladesh: a case study of rice farming households'. Discover Sustainability. https://doi.org/10.1007/s43621-025-00848-z,10.1007/s43621-025-00848-z,Vulnerability and adaptation in flood-prone ecosystems of Bangladesh: a case study of rice farming households,2025-12-01,Discover Sustainability,10.1007/s43621-025-00848-z,2-s2.0-85218136263,85218136263,7,https://api.elsevier.com/content/abstract/scopus_id/85218136263
"Ramana M.V. (2025) 'Crop + horticulture + livestock IFS model for ensuring food and livelihood security with improving profitability, employment, and climate resilience: a long term study in Telangana, India'. Environment Development and Sustainability. https://doi.org/10.1007/s10668-024-04906-w",10.1007/s10668-024-04906-w,"Crop + horticulture + livestock IFS model for ensuring food and livelihood security with improving profitability, employment, and climate resilience: a long term study in Telangana, India",2025-12-01,Environment Development and Sustainability,10.1007/s10668-024-04906-w,2-s2.0-85191359432,85191359432,2,https://api.elsevier.com/content/abstract/scopus_id/85191359432
"Albore A. (2025) 'Livelihood resilience capacity and its determinants of Lowland Smallholder farmers to climate change-induced hazards in Wolaita Zone, Southern Ethiopia'. Sustainable Futures. https://doi.org/10.1016/j.sftr.2025.101370",10.1016/j.sftr.2025.101370,"Livelihood resilience capacity and its determinants of Lowland Smallholder farmers to climate change-induced hazards in Wolaita Zone, Southern Ethiopia",2025-12-01,Sustainable Futures,10.1016/j.sftr.2025.101370,2-s2.0-105017146475,105017146475,0,https://api.elsevier.com/content/abstract/scopus_id/105017146475
"Cherinet A. (2025) 'Climate Change Adaptation Strategies and Determinants of Adoption Amongst Smallholder Farmers in Jemma Sub-basin, Central Ethiopia'. Journal of Integrated Disaster Risk Management. https://doi.org/10.5595/001c.143101",10.5595/001c.143101,"Climate Change Adaptation Strategies and Determinants of Adoption Amongst Smallholder Farmers in Jemma Sub-basin, Central Ethiopia",2025-12-01,Journal of Integrated Disaster Risk Management,10.5595/001c.143101,2-s2.0-105016750961,105016750961,1,https://api.elsevier.com/content/abstract/scopus_id/105016750961
"Landicho L.D. (2025) 'Food security and resilience of smallholder nature-positive farmers in Quezon, Philippines'. Asian Journal of Agriculture. https://doi.org/10.13057/asianjagric/g090239",10.13057/asianjagric/g090239,"Food security and resilience of smallholder nature-positive farmers in Quezon, Philippines",2025-12-01,Asian Journal of Agriculture,10.13057/asianjagric/g090239,2-s2.0-105026886019,105026886019,0,https://api.elsevier.com/content/abstract/scopus_id/105026886019
"George W. (2025) 'Gender dynamics and climate change among agro-pastoral farmers in Meatu District, Tanzania'. Discover Environment. https://doi.org/10.1007/s44274-025-00388-3",10.1007/s44274-025-00388-3,"Gender dynamics and climate change among agro-pastoral farmers in Meatu District, Tanzania",2025-12-01,Discover Environment,10.1007/s44274-025-00388-3,2-s2.0-105018854705,105018854705,0,https://api.elsevier.com/content/abstract/scopus_id/105018854705
"Bosire E.N. (2025) 'Drought, worry, and preparing for the future: The ethnopsychology of climate distress in Kilifi County, Kenya'. Ssm Mental Health. https://doi.org/10.1016/j.ssmmh.2025.100529",10.1016/j.ssmmh.2025.100529,"Drought, worry, and preparing for the future: The ethnopsychology of climate distress in Kilifi County, Kenya",2025-12-01,Ssm Mental Health,10.1016/j.ssmmh.2025.100529,2-s2.0-105016013927,105016013927,0,https://api.elsevier.com/content/abstract/scopus_id/105016013927
"Sarsekova D. (2025) 'Integrating Shelterbelts with Conservation Tillage (Potapenko–Lukin) to Reduce Household Vulnerability: Project Results from Akmola, Kazakhstan'. Sustainability Switzerland. https://doi.org/10.3390/su172411040",10.3390/su172411040,"Integrating Shelterbelts with Conservation Tillage (Potapenko–Lukin) to Reduce Household Vulnerability: Project Results from Akmola, Kazakhstan",2025-12-01,Sustainability Switzerland,10.3390/su172411040,2-s2.0-105025906538,105025906538,0,https://api.elsevier.com/content/abstract/scopus_id/105025906538
"Mzimela J.H. (2025) 'Indigenous Knowledge System and Agricultural Drought Adaptation in the uMkhanyakude District Municipality, KwaZulu-Natal'. Journal of Asian and African Studies. https://doi.org/10.1177/00219096241275391",10.1177/00219096241275391,"Indigenous Knowledge System and Agricultural Drought Adaptation in the uMkhanyakude District Municipality, KwaZulu-Natal",2025-12-01,Journal of Asian and African Studies,10.1177/00219096241275391,2-s2.0-85204526494,85204526494,4,https://api.elsevier.com/content/abstract/scopus_id/85204526494
White J.W. (2025) 'The roles of population dynamics theory in the design and assessment of marine reserves'. Theoretical Ecology. https://doi.org/10.1007/s12080-025-00610-1,10.1007/s12080-025-00610-1,The roles of population dynamics theory in the design and assessment of marine reserves,2025-12-01,Theoretical Ecology,10.1007/s12080-025-00610-1,2-s2.0-105002902650,105002902650,3,https://api.elsevier.com/content/abstract/scopus_id/105002902650
Liao H. (2025) 'Impacts of marine heatwaves on the abundance and distribution of Illex argentinus on the Patagonian Shelf'. Reviews in Fish Biology and Fisheries. https://doi.org/10.1007/s11160-025-10002-7,10.1007/s11160-025-10002-7,Impacts of marine heatwaves on the abundance and distribution of Illex argentinus on the Patagonian Shelf,2025-12-01,Reviews in Fish Biology and Fisheries,10.1007/s11160-025-10002-7,2-s2.0-105017913461,105017913461,0,https://api.elsevier.com/content/abstract/scopus_id/105017913461
