doi,year,final_decision,hard_filter_status,1_population_decision,1_population_quote,1_population_verified,2_concept_decision,2_concept_quote,2_concept_verified,3_context_decision,3_context_quote,3_context_verified,4_methodology_decision,4_methodology_quote,4_methodology_verified,5_geography_decision,5_geography_quote,5_geography_verified,final_decision
10.1016/j.eap.2022.01.014,2022.0,unclear,pass,yes,farmers take adaptations as the farm size becomes small,True,yes,farmers’ responsiveness to climate change,True,yes,"responses to climate change, hypothesizing that farm size, climatic perceptions and the interplay between the two are key determinants.",True,yes,We conduct a questionnaire survey with 1000 farmers in Nepal,True,unclear_bad_quote,This research addresses what matters for farmers’ responses to climate change in Nepal,False,unclear
10.1596/1813-9450-4308,2007.0,unclear,pass,yes,farmers in Africa,True,unclear_bad_quote,adaptation To Climate Change,False,yes,climate change they believe has occurred,True,yes,The study is based on a large-scale survey,True,yes,11 African countries,True,unclear
10.1016/j.gloenvcha.2008.09.003,2008.0,unclear,pass,unclear,,False,yes,adaptive capacity,True,yes,climate variability and water stress,True,yes,participatory approach,True,yes,"Uttarakhand State, India",True,unclear
10.1093/reep/rey007,2018.0,unclear,pass,unclear,,False,yes,methods for measuring climate adaptation,True,unclear,,False,yes,empirical evidence,True,unclear,,False,unclear
10.1016/j.landusepol.2019.104395,2020.0,unclear,pass,yes,farm households,True,yes,adaptation measures,True,unclear_bad_quote,"climate change (e.g. floods, droughts, heavy rainfalls)",False,yes,A binary logit model was used,True,yes,rural Pakistan,True,unclear
10.1016/j.landusepol.2015.04.028,2015.0,unclear,pass,yes,Farmers’ risk preferences play an important role in agricultural production decisions.,True,yes,how these risk preferences are related to their choices regarding climate change adaptation strategies,True,unclear_bad_quote,Farmers were taking measures to protect their livelihoods against perceived changes to the local climate.,False,yes,The risk experiment result shows that the representative subject was risk averse,True,unclear,,False,unclear
10.1016/j.landusepol.2017.02.026,2017.0,unclear,pass,yes,"Farmers’ adaptation measures included changes in cropping systems, cropping calendars, crop varieties, agronomic practices, crop diversification and improved animal husbandry.",True,yes,"this research explored trends in climate change, and analysed farmers’ adaptation dynamics",True,unclear_bad_quote,Farmers perceived climate changes included increases in temperature and decreases in rainfall which were consistent with the trends of Chuadanga climate records.,False,yes,Using long-term district-level climate data and a case study from a drought-prone village in western Bangladesh,True,yes,case study from a drought-prone village in western Bangladesh,True,unclear
10.1007/s10668-025-06421-y,2025.0,unclear,pass,yes,This study examines the adaptation behavior of farmers,True,yes,Adaptation behavior of farmers confronting a prolonged period of water scarcity,True,yes,Reductions in water availability driven by climate change impose significant challenges,True,unclear_bad_quote,A latent class analysis (LCA) was employed to identify distinct classes of farmers’ behavior regarding their implementation of strategies,False,unclear,a sample of 235 farmers in Central Chile.,True,unclear
10.1016/j.gloenvcha.2011.06.002,2011.0,unclear,pass,unclear,,False,yes,facilitating successful adaptation and enhancing adaptive capacity,True,unclear,,False,yes,drawing on insights from two case studies in the Western Nepal,True,yes,case studies in the Western Nepal,True,unclear
10.1016/j.gloenvcha.2014.12.008,2015.0,unclear,pass,yes,we assessed how 779 farmers responded,True,unclear_bad_quote,how farmers adapt to current weather variability,False,yes,"responded to delayed monsoon onset in fifteen villages in Gujarat, India",True,yes,We assessed how 779 farmers responded to delayed monsoon onset,True,yes,"Gujarat, India during the 2011 growing season",True,unclear
10.1016/j.eap.2022.07.011,2022.0,unclear,pass,unclear,,False,yes,mitigates post-harvest environmental problems and helps cope with existing climate change conditions,True,yes,"farm-level investment in ESA practices, i.e., the use of corrective, preventive, and local standard measures in an integrated way will contribute to the climate-resilience potential of a farm",True,yes,empirical testing employed a structural equations model (SEM),True,yes,two north-western districts of Bangladesh,True,unclear
10.1080/13549839.2022.2068139,2022.0,unclear,pass,yes,Survey data were collected from 220 randomly selected rice farmers,True,yes,adaptation strategies of rice farmers,True,yes,"flood is the main risk to vulnerability, followed by cyclones and storms surges and saline intrusion",True,unclear_bad_quote,Survey data were collected from 220 randomly selected rice farmers... multinomial logit model was applied,False,yes,coastal region of Bangladesh,True,unclear
10.1007/s11069-016-2664-7,2016.0,unclear,pass,unclear,,False,unclear,,False,yes,extremely flood affected area of Sylhet,True,unclear,,False,yes,Bangladesh,True,unclear
10.1016/j.gloenvcha.2008.11.002,2009.0,unclear,pass,unclear,,False,unclear_bad_quote,assessing risks from climate variability and change,False,unclear_bad_quote,estimate climate change vulnerability... natural disasters and climate variability,False,yes,We surveyed 200 households in each district to collect data,True,yes,Mabote and Moma Districts of Mozambique,True,unclear
10.1016/j.jclepro.2020.125332,2021.0,unclear,pass,yes,Through a field survey with 117 head farmers from 89 farmers’ cooperatives,True,yes,perception and adaptive behavior toward climate change,True,yes,"Agriculture is greatly influenced by climate change, especially in developing countries.",True,yes,develops a binary logistic regression (BLR) model,True,unclear,Chongming Island of China - the largest alluvial island in the world,True,unclear
10.3390/w7094593,2015.0,unclear,pass,yes,A total of 100 farmer-households were randomly selected from four communities in the Lawra district of Ghana.,True,yes,This study analyzed the farmer-perceived importance of adaptation practices to climate change,True,yes,"87% of respondents perceived a decrease in rainfall amount, while 82% perceived an increase in temperature over the past 10 years.",True,yes,Data was collected using semi-structured questionnaires and focus group discussions (FGDs).,True,unclear_bad_quote,This study analyzed the farmer-perceived importance of adaptation practices to climate change and examined the barriers that impede adaptation. A total of 100 farmer-households were randomly selected from four communities in the Lawra district of Ghana.,False,unclear
10.1007/s13412-020-00607-8,2020.0,unclear,pass,unclear,,False,unclear_bad_quote,climate change adaptation in rural Mexico,False,yes,Climate change is a major issue for rural communities in developing countries,True,unclear,,False,yes,rural communities located in the Mexican lagoon system,True,unclear
10.1016/j.gloenvcha.2014.12.010,2015.0,unclear,pass,yes,paddy farmers from five villages,True,unclear_bad_quote,climate change adaptation behavior,False,yes,drought risk perceptions,True,yes,sample of 192 paddy farmers,True,unclear_bad_quote,Sri Lankan paddy farmers,False,unclear
10.1016/j.ecolind.2019.105863,2020.0,unclear,pass,yes,Smallholder farmers in Afghanistan are already facing various risks in agricultural production,True,yes,The present study attempted to evaluate the vulnerability profiles of smallholder farmers due to climate change using the IPCC Framework.,True,yes,Smallholder farmers in Afghanistan are already facing various risks in agricultural production due to past continuous insurgencies. Climate change is likely to amplify the risk and make them even more vulnerable.,True,yes,Primary data on relevant parameters for assessing climate change-led social vulnerability in the region were collected,True,unclear_bad_quote,"Yangi Qala District, Takhar province, Afghanistan.",False,unclear
10.1007/s10584-018-2320-1,2018.0,unclear,pass,yes,Small-scale farmers are highly threatened by climate change.,True,yes,for effective design and implementation of adaptation strategies for farmers,True,unclear_bad_quote,analyze farmers’ perception and how it influences their decision-making in relation to climate change threats,False,unclear,,False,yes,"For Cauca, Colombia",True,unclear
10.1080/19460171.2024.2331706,2025.0,unclear,pass,unclear,,False,yes,adaptation and mitigation are both used as issue frames,True,unclear_bad_quote,East African livestock systems... are suffering from climate change,False,yes,"We use data from interviews, policy documents and participant observations",True,yes,"Ethiopia, Kenya and Uganda",True,unclear
10.1007/s10113-013-0443-5,2013.0,unclear,pass,yes,small traditional farmers,True,unclear_bad_quote,perception of and adaptation to climate variability/change,False,unclear_bad_quote,climate variability/change,False,yes,qualitative interviews,True,unclear_bad_quote,Ghana,False,unclear
10.3390/socsci7030033,2018.0,unclear,pass,unclear_bad_quote,smallholder Farmers' Climate-Change Adaptation Decisions,False,yes,deal with climate change and climate variability,True,yes,climate change and climate variability in Burkina Faso,True,yes,household survey conducted among 450 households,True,yes,three communities in Burkina Faso,True,unclear
10.1057/s41599-024-04249-x,2024.0,unclear,pass,yes,rural household resilience (RHR) and bolstering their ability to withstand the impacts of risk are essential for advancing the modernization of rural areas in developing countries reliant on small-scale agrarian economies.,True,unclear_bad_quote,measuring and explores the rural household resilience index (RHRI),False,unclear,,False,yes,Using the microdata from the China Labor-force Dynamics Survey (CLDS),True,yes,This study systematically measures and explores the rural household resilience index (RHRI) of China.,True,unclear
10.1016/j.gloenvcha.2013.12.011,2014.0,unclear,pass,unclear_bad_quote,smallholder farmer cropping decisions,False,yes,climate adaptation strategies in the agricultural sector,True,yes,climate-resilient strategies and policies,True,yes,We use a 12-country data set from sub-Saharan Africa and South Asia,True,yes,sub-Saharan Africa and South Asia,True,unclear
10.1007/s10113-012-0323-4,2012.0,unclear,pass,unclear,Commercial and small-scale farmers,True,unclear_bad_quote,Adaptation to climate change and other stressors,False,yes,climate variability and change,True,yes,Interviews with 44 farmers,True,unclear_bad_quote,South African farmers,False,unclear
10.1016/j.gloenvcha.2006.11.009,2007.0,unclear,pass,unclear,,False,yes,Understanding different adaptive capacities is a prerequisite for targeting interventions to reduce the adverse impacts of climate change.,True,yes,to reduce the adverse impacts of climate change,True,yes,This paper describes the development of two empirical adaptive capacity indices for use at different scales of analysis:,True,yes,a national index for cross-country comparison in Africa,True,unclear
10.1016/j.ijdrr.2015.05.005,2015.0,unclear,pass,yes,Farmers’ risk attitude and risk perceptions,True,unclear,,False,yes,"four calamitous risk sources including floods, heavy rains, pest and diseases and droughts",True,yes,Equally Likely Certainty Equivalent approach is used to elicit farmers’ attitude towards risk,True,unclear_bad_quote,"The case of Khyber Pakhtunkhwa, Pakistan",False,unclear
10.3390/cli2040223,2014.0,unclear,pass,yes,One-hundred (100) farmers participated in the project’s survey,True,yes,the rate of self-reported adoption of adaptive mechanisms,True,yes,climate change literature has highlighted as prone to accelerated degradation,True,yes,data was used to calculate weighted indexes for rankings and to perform logistic regression,True,unclear_bad_quote,"Sathkhira district, a geographic region which climate change literature has highlighted as prone to accelerated degradation",False,unclear
10.3390/su11123291,2019.0,unclear,pass,unclear,,False,unclear,implement adaptation and mitigation strategies,True,yes,"Climate change has adverse effects on agriculture, decreasing crop quality and productivity.",True,yes,TE levels were estimated for 370 farmers in Northwest Mexico,True,unclear,Northwest Mexico,True,unclear
10.1007/s10113-012-0359-5,2012.0,unclear,pass,yes,221 Chepang households,True,yes,adoption of various adaptation practices,True,unclear_bad_quote,adaptation choices against... perception of rainfall changes,False,yes,multivariate probit model was used to analyze,True,yes,rural Mid-Hills of Nepal,True,unclear
10.3390/agronomy9010004,2018.0,unclear,pass,unclear,,False,unclear,,False,unclear,,False,unclear,,False,unclear,,False,unclear
10.1007/s10584-006-9205-4,2007.0,unclear,pass,unclear,,False,yes,A range of specific coping and adaptation strategies are employed by farmers to respond to climate shifts,True,yes,"We describe the nature of recent (50 year) rainfall variability in the summer rainfall zone, South Africa",True,yes,Using daily rainfall data and self-organising mapping (SOM) we identify 12 internally homogeneous rainfall regions displaying differing parameters of precipitation change.,True,yes,"summer rainfall zone, South Africa",True,unclear
10.1007/s11027-011-9325-7,2011.0,unclear,pass,yes,200 farm households,True,unclear,,False,yes,Climate change is a major problem undermining agricultural production in Africa,True,yes,survey data from 200 farm households and econometric techniques,True,yes,the case of drought tolerant maize (DTM) technology in Nigeria.,True,unclear
10.1111/joac.12369,2020.0,unclear,pass,unclear,,False,unclear,,False,unclear,,False,unclear,,False,yes,"International Water Management Institute, Kathmandu, Nepal International Water Management Institute, Delhi, India Centre for Development of Human Initiatives, Jalpaiguri, India",True,unclear
10.1007/s11069-018-3250-y,2018.0,unclear,pass,yes,farmers opined that the climatic variability impacts more than the long-term climate change,True,yes,"Farmers resorted to adaptation strategies such as use of crop varieties of suitable duration, water conservation techniques, crop insurance and participation in non-farm activities",True,yes,Climate change adds another dimension of challenges to the growth and sustainability of Indian agriculture.,True,yes,"In this paper, the grass-root level perspectives on climate change impacts and adaptation decisions were elicited at farm level",True,unclear_bad_quote,"farmers in Moga district of Punjab and Mahbubnagar district of Telangana, India.",False,unclear
10.1007/s10584-019-02418-5,2019.0,unclear,pass,unclear,,False,yes,the results of this study provides valuable information to support policies to reduce climate-related risk and enhance climate change adaptation,True,yes,"instrumental evidence showed consistent warming, increasing hot days and nights, and increasing annual precipitation",True,yes,We analyzed nationally representative data (n = 5060) of local peoples’ perception of climate change in Nepal,True,yes,Nepal,True,unclear
10.1007/s12571-016-0554-1,2016.0,unclear,pass,yes,The potential impacts of climate change on the food security of subsistence farmers is a serious concern.,True,yes,"Farmers have modified traditional cropping patterns and calendar, changed crop varieties and increased fertilizer and pesticide applications in order to maintain crop yields.",True,yes,The potential impacts of climate change on the food security of subsistence farmers is a serious concern.,True,yes,"Local climate data for the past 30 years were analyzed. Interviews with local farmers and key informants, and focus group discussions were carried out to collect the primary data.",True,unclear_bad_quote,in Makwanpur district of Nepal,False,unclear
10.1016/j.foodpol.2009.06.004,2010.0,unclear,pass,unclear,,False,unclear_bad_quote,Is an integrated farm more resilient against climate change?,False,yes,climate predictions for 2060,True,yes,"Using around 9000 farm surveys across Africa, we explore how farmers choose one of the farm types and how the net revenue of each type varies",True,yes,Africa,True,unclear
10.1007/s10584-012-0491-8,2012.0,unclear,pass,unclear,,False,yes,These results imply that adaptation strategies must be tailor-made in Nepalese agriculture,True,yes,A rapid change in climate patterns potentially driven by global warming is considered to be greatest threats to agriculture,True,yes,we employ a stochastic production function approach by controlling a novel set of season-wise climatic and geographical variables,True,yes,"utilizing the data of rice, wheat and climate variables in the central region of Nepal",True,unclear
10.3390/sci1030057,2019.0,unclear,pass,yes,A survey in 300 agricultural households was carried out,True,yes,"estimated the determinants of, and evaluated the relationship among adaptation practices",True,yes,"for three climatic variables—temperature, precipitation and drought",True,unclear_bad_quote,A survey in 300 agricultural households was carried out... using the multivariate probit model.,False,yes,This study assessed farmers’ perception of climate change,True,unclear
10.1016/j.crm.2017.06.001,2017.0,unclear,pass,yes,smallholder farmers,True,yes,adaptive capacity to climate change,True,yes,largely rain-fed and dominated by smallholder farmers with minimal livelihood alternatives,True,unclear,,False,yes,Northern Region of Ghana,True,unclear
10.1007/s10584-018-2214-2,2018.0,unclear,pass,yes,survey of 720 farming households in Nepal,True,unclear_bad_quote,adoption of climate change adaptation strategies,False,yes,"farmers’ perception of changes in local climatic conditions, its impact on agricultural production",True,yes,Simultaneous equation models are then employed together with the endogenous switching regression methodology,True,yes,survey of 720 farming households in Nepal,True,unclear
10.1186/s13717-018-0118-8,2018.0,unclear,pass,yes,farmers’ perception and adaptation to climate change,True,yes,adaptation to climate change,True,unclear_bad_quote,"farmers’ perception of climate change, local indicators of climate change",False,yes,descriptive methods to assess farmers’ perception,True,unclear_bad_quote,"Dabus watershed, North-West Ethiopia",False,unclear
10.1007/s11069-014-1149-9,2014.0,unclear,pass,yes,"farm households’ survey data from northwest Balochistan, Pakistan",True,yes,coping and adaptation behavior of the farm households,True,unclear_bad_quote,"drought hazard in northwest Balochistan, Pakistan",False,yes,employs a multivariate probit model on 215 farm households’ survey data,True,yes,"northwest Balochistan, Pakistan",True,unclear
10.1007/s12571-016-0571-0,2016.0,unclear,pass,yes,farmers’ incentives and conditioning factors,True,unclear_bad_quote,assess farmers’ incentives and conditioning factors that hinder or promote adaptation strategies,False,yes,exposure to delayed onset of rainfall and greater climate variability,True,yes,We employed multivariate probit (MVP) and multinomial treatment effect (MTE),True,yes,data from nationally representative sample households in Malawi,True,unclear
10.1007/s10668-018-0150-y,2018.0,unclear,pass,yes,smallholder rainfed agriculture,True,unclear_bad_quote,Determinants in the adoption of climate change adaptation strategies,False,unclear_bad_quote,"climate change, drought-prone areas",False,yes,A cross-sectional survey research design was employed to collect data,True,yes,north-central Ethiopia,True,unclear
10.1017/s0021859610000687,2010.0,unclear,pass,yes,farmers' perception that climate is changing prior to responding to changes through adaptation,True,yes,adaptation to climate change,True,yes,"adaptation to climate change, which initially requires farmers' perception that climate is changing prior to responding to changes through adaptation.",True,yes,employed the Heckman sample selection model,True,unclear_bad_quote,farmers in the Nile basin of Ethiopia,False,unclear
10.1016/j.jclepro.2016.12.058,2017.0,unclear,pass,yes,farmers' intentions and decisions regarding global climate change adaptation,True,yes,Adaptation at farm level is an effective measure to cope with global climate change,True,unclear_bad_quote,examining the influences of socioeconomic factors and climate adaptation communication processes on farmers' decision to apply adaptation strategies against drought and flood,False,yes,Logistic regression models were used to examine the influences of socioeconomic factors and climate adaptation communication processes,True,unclear_bad_quote,"A case study in the Yom and Nan basins, Phichit province of Thailand",False,unclear
10.1002/jsfa.6452,2013.0,unclear,pass,unclear_bad_quote,"fish farmers in Epe Local Government Area of Lagos State, Nigeria",False,unclear_bad_quote,climate-change adaptation strategies used by these fish farmers,False,unclear_bad_quote,Undesirable impacts of climate change have been a common occurrence that has made fish farmers adopt some climate‐change adaptation strategies.,False,unclear_bad_quote,"This study, therefore, articulates novelties on adaptation to climate change, as wellcertains determinants of adaptation strategies used by fish farmers",False,yes,"fish farmers in Epe, Lagos State, Nigeria",True,unclear
10.3390/cli7050071,2019.0,unclear,pass,unclear,,False,unclear_bad_quote,attitudes toward climate change adaptation measures,False,unclear,,False,yes,data obtained from an online survey were analyzed,True,unclear,,False,unclear
10.1016/j.ecolecon.2011.07.004,2011.0,unclear,pass,unclear,coffee farmers in Costa Rica,True,unclear_bad_quote,farmers' decisions to adapt to climate change,False,yes,due to adverse weather can differ significantly among farmers sharing a productive landscape,True,yes,a framed field experiment applied to coffee farmers in Costa Rica,True,yes,coffee farmers in Costa Rica,True,unclear
10.1016/j.ecolecon.2012.11.024,2013.0,unclear,pass,unclear,,False,yes,call for location- and season-specific adaptation policies,True,yes,vulnerable to climate change,True,yes,"Employing 34years of data, we apply quantile regressions",True,yes,"rice yield in Andhra Pradesh, India",True,unclear
10.1007/s10584-020-02684-8,2020.0,unclear,pass,unclear_bad_quote,farmers' adaptation strategies affect farm productivity and household food security,False,yes,adaptation strategies to climate change,True,yes,mitigate against the negative effects of climate change,True,unclear_bad_quote,"We find that farmer experience, number of livestock owned... show a negative effect.",False,yes,southern Mali,True,unclear
10.1016/j.crm.2016.12.001,2017.0,unclear,pass,yes,We assess the factors influencing farmers’ choice of climate change adaptation practices and associated impacts on household food security and poverty in Pakistan using comprehensive data from 950 farmers,True,unclear_bad_quote,Assessing farmer use of climate change adaptation practices and impacts on food security and poverty in Pakistan,False,yes,Climate change is set to be particularly disruptive in poor agricultural communities.,True,yes,A probit model was used to investigate the factors influencing the use of climate-change adaptation practices,True,yes,comprehensive data from 950 farmers from its major provinces.,True,unclear
10.1016/j.ecolecon.2014.07.025,2014.0,unclear,pass,yes,data from 1800 Bangladeshi farm-households,True,yes,farm-level adaptation to climate change,True,yes,drought-prone and groundwater-depleted districts,True,unclear_bad_quote,employing data from 1800 Bangladeshi farm-households...logit models,False,yes,Bangladesh,True,unclear
10.1007/s10113-014-0676-y,2014.0,unclear,pass,unclear,,False,unclear,mitigation and adaptation policies,True,yes,Farmers’ behavioural attitudes towards climate change are complex,True,yes,Three focus group discussions and a household survey were carried out,True,yes,This paper presents a method that frames farmers’ behavioural barriers and analyses their main determinants in order to incorporate behavioural constraints in the modelling frameworks. Three focus group discussions and a household survey were carried out in order to assess farmers’ behavioural barriers taking into account the perspectives of both farmers and agricultural technical advisors.,True,unclear
10.1186/s40068-016-0065-2,2016.0,unclear,pass,yes,Farmers apply several and often different farmer-specific strategies,True,unclear_bad_quote,coping and adapt to the perceived trend of declining rainfall and crop productivity,False,unclear_bad_quote,trends of declining rainfall and crop productivity,False,unclear_bad_quote,A survey was conducted among 240 randomly selected farmers using structured and pretested questionnaires.,False,yes,in the central Rift valley (CRV) of Ethiopia,True,unclear
10.1007/s00267-018-1113-7,2019.0,unclear,pass,unclear,Farmers’ willingness and ability to adapt agricultural systems depend on their knowledge about changes in climate,True,yes,this study investigates farmer perceptions of climate change and their agreement with observed climatic trends,True,yes,Farmers’ willingness and ability to adapt agricultural systems depend on their knowledge about changes in climate and perceived risks of extreme events.,True,yes,"Using cross-sectional data of 450 farmers collected from three agro-ecological zones of Punjab, Pakistan",True,yes,"cross-sectional data of 450 farmers collected from three agro-ecological zones of Punjab, Pakistan",True,unclear
10.1016/j.crm.2017.03.001,2017.0,unclear,pass,unclear_bad_quote,Smallholder farmers’ attitudes and determinants of adaptation to climate risks in East Africa,False,yes,Adapting to climate risks is central to the goal of increasing food security and enhancing resilience of farming systems in East Africa.,True,yes,Adapting to climate risks,True,yes,"We examined farmers’ attitudes and assessed determinants of adaptation using data from a random sample of 500 households in Borana, Ethiopia; Nyando, Kenya; Hoima, Uganda; and Lushoto, Tanzania.",True,yes,"Borana, Ethiopia; Nyando, Kenya; Hoima, Uganda; and Lushoto, Tanzania",True,unclear
10.1080/17565529.2017.1411240,2018.0,unclear,pass,yes,smallholder farmers,True,yes,Adaptation of the agricultural sector is vital to increase the resilience of smallholder farmers’ livelihoods in times of climate change.,True,yes,"Climate change as expressed by erratic rainfall, increased flooding, extended droughts, frequency tropical cyclones or saline water intrusion",True,yes,"We carried out open, in-depth interviews (n = 13), focus group discussions, and structured interviews (n = 114)",True,unclear_bad_quote,in Central Vietnam,False,unclear
10.1016/j.landusepol.2018.08.044,2018.0,unclear,pass,unclear,smallholder farming,False,yes,capacity for learning and adaptation,True,unclear,,False,yes,operationalized the concept by subdividing it into different resilience dimensions,True,unclear_bad_quote,Bolivia and Kenya,False,unclear
10.1016/j.jclepro.2021.128399,2021.0,unclear,pass,yes,nationally representative households in Vietnam,True,unclear_bad_quote,farmers' choices to adopt soil and water conservation techniques to adapt to climatic change,False,yes,investigate factors behind farmer's choices to adopt soil and water conservation techniques to adapt to climatic change,True,yes,dynamic probit model was estimated,True,yes,Vietnam,True,unclear
